index,i_w_blo_weg,o_w_blo_power,o_w_blo_voltage,i_w_bhl_weg,o_w_bhl_power,o_w_bhl_voltage,i_w_bhr_weg,o_w_bhr_power,o_w_bhr_voltage,i_w_bru_weg,o_w_bru_power,o_w_bru_voltage,i_w_hr_weg,o_w_hr_power,o_w_hr_voltage,i_w_hl_weg,o_w_hl_power,o_w_hl_voltage,labels
875,-110,0,0,0,68,1,186,20358,55,545,18513,50,0,12727,27,0,10418,24,0
6878,9,66,1,0,1088,9,478,0,0,604,0,0,0,5400,26,0,8512,24,0
18364,0,0,0,649,19320,56,476,55,1,572,15,1,-833,7376,26,-833,30472,31,0
8896,-108,0,0,0,40,1,229,16796,52,573,25,1,-833,12565,26,-833,20157,29,1
1627,-107,0,0,0,0,0,-1256,0,0,-17,10600,40,0,5842,26,0,7408,26,0
14714,8,0,0,-448,22456,55,-116,18090,54,573,0,0,0,10756,26,0,12212,26,1
12285,8,0,0,-35,22680,58,477,0,0,573,0,0,0,3840,26,0,10756,24,1
21048,-105,0,0,585,25032,57,478,8,0,573,0,0,-833,7376,26,-833,31092,31,0
2281,7,0,0,-547,0,0,-874,0,0,580,23800,56,0,5192,26,0,3848,23,1
9564,-105,0,0,0,36,1,153,25984,57,574,0,0,-833,20389,29,-833,21201,29,0
13955,-106,0,0,0,108,2,390,572,3,579,104,2,-206,24748,422,-210,32004,414,1
980,-108,0,0,0,35,1,65,24225,57,573,0,0,-833,23057,27,-833,22390,29,0
20175,8,0,0,-491,20295,55,-158,16371,51,578,28,1,0,13591,27,0,13186,27,0
3820,-106,0,0,0,41,1,391,66,1,573,20,1,-705,2374,290,-708,15096,295,0
23057,304,21224,56,880,0,0,476,0,0,578,0,0,-833,9638,27,-833,10444,27,0
20325,53,21056,55,758,21065,55,479,0,0,572,47,1,-833,10574,26,-833,30472,31,0
16732,8,82,1,-323,94,1,478,0,0,573,14,1,-224,9208,346,-219,2390,353,0
1180,-105,0,0,42,22220,56,307,19690,55,573,0,0,-833,12997,26,-833,15454,29,0
1019,0,202,2,662,21654,55,477,12,1,573,0,0,-833,4672,24,-833,26972,29,0
2956,-107,0,0,0,0,0,-1255,0,0,-25,187,15,0,2872,24,0,7720,24,0
14222,-106,0,0,0,54,1,-1267,0,0,132,22736,57,0,9300,27,0,7720,24,1
22264,-102,0,0,443,20552,57,479,38,1,573,0,0,-833,10108,26,-833,30937,31,0
17555,-107,0,0,0,38,1,-1254,0,0,168,19548,55,0,7792,27,0,7720,26,0
18523,-105,0,0,0,17,1,-1261,0,0,24,19176,51,0,6492,26,0,11094,26,0
2401,513,24976,57,877,0,0,477,0,1,573,0,1,-833,4600,26,-833,6232,26,0
6946,9,0,0,-546,0,0,-874,0,0,-546,22968,58,0,2560,24,0,5440,23,0
4647,300,24255,55,879,0,0,478,0,0,573,0,0,-833,7974,26,-833,10782,26,0
101,135,30942,55,838,21448,56,476,0,0,581,0,0,-833,7116,26,-833,24971,29,1
17266,9,0,0,-547,34,1,-484,23370,57,574,0,0,0,27062,31,0,6328,24,0
18456,7,0,0,-208,22550,56,476,33,1,572,31,1,0,5244,26,0,13942,26,0
17823,-108,0,0,0,0,0,329,19764,52,579,0,0,0,14455,27,0,10756,26,0
23417,-107,0,0,0,0,0,-1261,0,0,184,22220,55,0,9300,26,0,11094,26,0
22738,-103,0,0,82,17604,54,345,14399,54,579,0,0,-833,11172,27,-833,18533,27,1
5426,9,0,0,-313,23856,56,0,196,6,578,41,1,0,6726,26,0,12966,24,0
950,-108,0,0,0,70,1,106,16900,52,466,15860,52,0,10756,27,0,6736,24,0
18983,9,0,0,-547,0,0,-844,11938,47,-183,18090,54,0,14293,27,0,5440,24,0
11184,-106,0,0,0,50,2,129,23200,57,574,0,0,-833,20476,29,-833,21346,31,0
15721,457,22330,55,878,0,1,477,0,0,574,23,1,-833,9092,26,-833,11674,27,0
5675,8,0,0,-327,24567,58,-2,6358,23,579,13,0,0,7168,26,0,12966,26,0
12971,10,10857,33,705,21395,56,477,0,0,573,0,0,-833,4288,26,-833,30627,31,0
14240,-106,0,0,0,54,1,-1267,0,0,289,23883,57,0,8884,26,0,7408,26,1
10260,11,0,0,-547,0,0,-695,18090,52,-34,22173,56,0,22303,31,0,5440,26,1
11894,-106,0,0,0,74,1,39,16072,56,573,27,1,-833,28147,29,-833,25884,29,0
5605,532,21340,54,877,0,0,477,0,0,579,0,0,-833,8520,24,-833,6778,26,0
22559,541,20900,55,877,0,0,477,0,0,574,0,0,-833,8754,26,-833,8832,27,0
11420,-106,0,0,0,0,0,214,19488,56,573,41,1,-833,19345,29,-833,20592,29,0
18868,290,25536,57,877,45,1,476,0,0,573,0,0,-833,8234,26,-833,14104,29,0
322,-108,0,0,348,23655,58,477,86,1,581,0,0,-833,9950,26,-833,23347,29,0
1335,-106,0,0,0,0,0,391,0,0,574,0,0,-819,20712,106,-600,5016,103,1
19773,-106,0,0,0,72,1,275,17600,55,572,0,0,0,24427,29,0,11094,26,0
8218,-107,0,0,0,0,0,387,3840,24,573,63,0,-40,4189,215,-42,462,200,0
1564,1,3290,15,678,21945,56,476,0,1,574,0,0,-833,3856,24,-833,30472,31,0
11817,8,0,0,-545,99,1,-659,18700,55,-3,9520,29,0,22303,29,0,5872,24,1
19623,560,21175,56,877,0,0,478,0,0,573,0,0,-833,9352,26,-833,10567,26,0
15530,8,0,0,-506,21450,55,-174,19085,56,572,6,1,0,13807,27,0,12212,24,1
7255,-107,0,0,0,27,1,132,20240,54,573,0,0,-833,18235,29,-833,16993,29,0
14881,421,21896,56,878,66,2,477,0,0,572,0,0,-833,8182,26,-833,8156,26,0
4360,11,11764,35,705,19965,55,477,18,1,574,0,0,-833,3856,26,-833,29418,31,0
12241,606,17220,41,877,0,0,477,0,0,573,0,0,-833,8780,26,-833,9865,27,1
20739,-106,0,0,0,0,0,131,17160,54,491,19140,55,0,17141,29,56,10756,26,1
949,-108,0,0,0,70,1,28,20552,56,387,21762,52,0,5582,26,0,7048,23,0
17942,43,16524,51,-179,19818,54,477,2,0,579,0,0,-833,10972,27,-833,18823,27,0
14748,8,0,0,-546,17,1,-817,16146,54,-155,19880,57,0,14158,29,0,5440,24,1
17361,-105,0,0,0,267,3,189,17930,55,572,0,0,-833,16075,27,-833,21056,29,0
21685,8,0,0,-546,0,0,-875,0,0,-536,20007,58,0,5244,24,0,5008,24,0
20711,8,0,0,-547,0,0,-874,0,0,-473,18414,54,0,5530,26,0,5008,26,1
5229,9,9,0,-546,0,0,-874,18,1,-354,23142,57,0,8104,26,0,32634,24,0
14593,-106,0,0,111,19305,55,375,17655,55,573,0,0,-833,12457,27,-833,15805,27,1
12378,-105,0,0,0,29,1,60,16218,52,420,21006,54,0,11620,27,0,7048,26,0
16904,-104,0,0,601,21728,56,477,0,0,574,31,1,-833,7168,26,-833,31557,31,0
20814,126,18630,54,831,19818,54,477,0,0,573,24,1,-833,7116,26,-833,24971,31,0
10100,7,0,0,-547,0,0,-873,0,0,-517,24681,57,0,5322,26,0,3848,23,1
11712,420,20552,56,880,0,0,477,0,0,573,0,0,-833,8520,26,-833,3472,26,1
4228,10,0,0,-547,0,0,-473,20121,57,574,0,0,0,22970,31,0,5440,26,0
14661,412,20358,55,878,0,0,477,0,0,573,0,0,-833,9352,26,-833,10366,27,1
23279,537,12040,50,877,29,1,477,0,0,573,0,0,-833,8182,24,-833,6778,26,1
20533,-105,12,1,0,0,0,240,20628,55,572,54,1,-833,12079,26,-833,24365,27,0
16422,160,24948,54,864,6084,39,478,0,0,579,0,0,-833,7714,24,-833,28550,31,0
20570,140,20466,54,843,19136,52,477,0,0,572,45,1,-833,11172,27,-833,24826,29,0
22818,142,18252,54,-78,15756,52,477,0,0,579,0,0,-833,8754,26,-833,16619,29,0
6394,7,0,0,0,854,7,478,0,0,574,0,0,0,6492,26,0,12082,24,0
10812,-105,20,1,600,20900,55,475,81,1,573,0,0,-833,4096,24,-833,384,31,0
5121,612,10962,29,877,0,1,477,0,0,572,0,1,-833,7974,26,-833,7974,27,0
14735,8,0,0,-546,136,2,-502,21840,56,573,0,0,0,23405,29,0,9586,24,1
10032,224,25404,58,-2,9380,29,477,0,0,574,0,0,-833,8780,26,-833,12646,27,0
15403,-105,0,0,564,19992,56,476,72,1,572,0,0,-833,8780,26,-833,31247,31,0
5240,9,0,0,-546,0,0,-874,0,0,-588,26640,60,0,2032,26,0,4576,24,0
8290,413,25648,56,878,276,2,477,0,0,573,0,0,-833,8442,26,-833,6492,26,0
9657,9,0,0,-545,55,1,-534,21168,56,574,0,0,0,23144,29,0,6328,24,1
2505,8,0,0,-547,0,0,-749,19432,56,-88,24054,57,0,20070,29,0,5008,24,0
21105,203,23240,56,-19,20142,54,478,0,0,573,0,0,-833,10106,26,-833,12457,27,0
10372,612,2244,15,878,0,0,479,0,0,573,9,1,-833,8182,24,-833,9865,26,1
11365,-106,0,0,0,0,0,-1264,0,0,-17,24600,51,0,8884,26,0,11484,26,0
7392,8,0,0,-515,19448,51,-182,18755,54,573,0,0,0,14212,27,0,11822,24,0
8955,516,22495,55,877,0,0,477,0,0,573,31,1,-833,4528,24,-833,6778,24,1
15667,-108,0,0,378,22660,55,477,100,1,574,8,0,-833,7974,26,-833,28860,31,0
111,371,33084,56,877,103,1,476,0,0,581,0,0,-833,7974,26,-833,8442,26,1
21260,-109,39,1,0,0,0,141,20088,54,574,0,0,-833,16804,27,-795,21346,29,1
12383,-105,0,0,0,0,1,138,18480,56,498,18684,54,0,12349,27,0,10028,27,0
12837,7,0,0,-547,33,1,-453,26820,60,573,0,0,0,27279,29,0,6736,24,1
10947,-107,0,0,0,0,0,263,17325,55,578,36,1,0,14077,27,0,7408,26,0
19445,8,0,0,-453,17595,52,-121,18306,52,574,0,0,0,12835,29,0,12576,24,0
12294,8,0,0,-268,23997,58,477,0,0,573,0,0,0,5894,26,0,11874,26,1
21455,-107,6,1,0,45,1,-1283,0,0,134,23265,55,0,9820,27,0,11094,24,0
4078,-104,0,0,0,0,0,103,23296,57,574,0,0,-833,21868,27,-833,21723,29,0
16012,8,0,0,-206,22275,55,477,0,0,573,25,1,0,5634,26,0,11484,26,0
14736,8,0,0,-546,52,2,-580,20664,57,573,0,0,0,22970,29,0,5872,24,1
10918,-107,0,0,0,0,0,-1263,0,0,-4,30276,58,0,10162,26,0,11094,26,0
6561,0,1694,11,670,22680,55,478,0,0,574,0,0,-833,5440,26,-833,384,31,0
13317,12,76,1,-322,89,1,477,0,0,574,0,0,-99,15756,226,-97,16748,234,1
14799,-106,15,1,0,15,1,335,19140,54,572,88,1,0,20070,29,0,7720,24,0
22788,472,19360,55,878,0,0,477,0,0,579,0,0,-833,9092,27,-833,7298,26,0
8438,-106,0,0,0,0,0,0,588,7,349,24738,56,0,8312,26,0,10756,26,0
5064,-106,0,0,155,20832,56,420,16900,51,572,0,0,-833,10444,26,-833,18446,27,0
10471,8,0,0,-547,0,1,-815,17289,52,-153,22055,55,0,14698,29,0,5440,24,1
16581,-106,0,0,0,0,0,-1258,0,0,176,25144,56,0,3376,26,0,11094,26,0
12587,8,0,0,-547,0,0,-685,22400,56,-24,21603,57,0,26101,29,0,5440,24,1
16770,8,0,0,-547,130,2,-404,29047,56,573,14,1,0,21433,29,0,10366,24,1
96,2,13842,19,685,20664,57,476,2,1,581,0,0,-833,6570,24,-833,30782,31,1
20002,-105,0,0,0,0,0,0,105,4,345,22935,55,0,7636,26,0,7408,26,0
13367,12,0,0,-547,0,0,-646,18792,54,0,936,7,0,23202,31,0,5872,24,1
2612,-107,0,0,455,22743,58,477,22,1,573,0,0,-833,8052,24,-833,23782,31,0
10099,7,0,0,-547,0,0,-873,22,1,-438,24720,60,0,5920,26,0,3434,24,1
11011,39,20859,52,742,20552,56,478,0,0,578,0,0,-833,6830,24,-833,29883,31,0
8412,8,0,0,-547,0,0,-874,0,0,-385,23760,55,0,6570,26,0,8156,26,0
16275,9,0,0,-538,4928,28,-212,21546,58,574,68,1,0,14212,27,0,7720,26,0
15133,101,20088,55,806,19855,55,479,0,0,574,0,0,-833,6830,26,-833,29573,31,0
19229,8,0,0,-546,0,0,-824,14178,52,-163,19432,56,0,14158,29,0,5440,23,0
10926,-107,0,0,0,0,0,-1263,0,0,151,29754,58,0,8312,26,0,11094,26,0
13409,-104,0,0,0,0,0,-1258,0,0,256,21147,56,0,6856,26,0,7720,24,0
6171,9,0,0,-463,22288,56,-130,18810,55,574,0,0,0,12511,27,0,11822,26,0
10650,7,17,1,-8,32508,54,477,0,0,573,0,0,0,4074,26,0,6856,26,1
17069,-106,0,0,0,49,1,-1258,0,0,199,21728,56,0,8312,27,0,7408,26,0
5704,8,0,0,-545,0,0,-701,17056,52,-40,19760,54,0,22680,29,0,8624,24,0
19734,8,0,0,-547,0,0,-874,34,1,-486,20845,55,0,2560,26,0,5008,23,0
18125,2,4454,17,683,25636,58,477,0,0,573,1,0,-833,6830,24,-833,31247,31,0
6458,7,0,0,-547,0,0,-874,0,0,-398,23688,56,0,3544,26,0,3434,23,0
12896,-106,0,0,0,17,1,4,10199,31,360,17952,52,0,6232,26,0,7048,26,0
23015,77,15184,52,783,16450,51,476,0,0,578,0,0,-833,4288,26,-833,29418,31,0
15278,9,0,0,-546,0,0,-490,19008,54,574,0,0,0,27279,31,0,6736,24,1
6743,-109,0,0,0,0,0,364,15557,46,604,0,0,-1,19125,73,-2,15956,77,0
23159,8,0,0,-547,0,0,-874,0,0,-600,21774,57,0,5244,24,0,3434,24,0
14919,30,12960,45,-191,19305,55,477,0,0,572,0,0,-833,10158,26,-833,15562,29,0
8852,9,0,0,-546,0,0,-874,136,2,-413,21728,55,0,2152,24,0,5440,24,1
16205,562,22401,56,878,0,0,478,0,0,574,56,1,-833,7376,26,-833,10432,27,0
4792,-106,0,0,0,0,0,389,2592,18,574,212,2,-57,5860,230,-59,4572,234,0
4201,10,0,0,-179,22220,55,477,0,0,574,0,0,0,2320,24,0,7720,26,0
21454,-107,6,1,0,45,1,-1283,0,0,134,23265,55,0,9820,27,0,11094,24,0
8086,8,1152,8,-238,19656,55,477,0,0,573,17,1,-833,10106,26,-833,19055,27,0
320,-108,0,0,268,27724,57,477,97,1,581,0,0,-833,10158,26,-833,20070,29,0
9433,9,0,0,-110,23800,57,478,0,0,573,23,1,0,4386,26,0,11484,24,1
14414,8,0,0,-440,21831,56,-109,17316,52,574,0,0,0,11890,26,0,8392,26,1
10568,-107,0,0,608,20185,55,477,0,0,573,0,0,-833,3784,24,-833,32146,29,1
17078,-106,0,0,0,45,1,3,8876,29,358,18564,52,0,8312,26,0,10756,26,0
20255,-106,0,0,0,13,0,127,18704,56,487,19580,56,0,12700,27,0,11094,24,0
5914,8,0,0,-223,22330,55,477,0,0,574,2,0,0,6232,26,0,11874,26,0
5615,557,21725,55,877,0,0,477,0,0,579,11,0,-833,9118,26,-833,8832,27,0
21080,612,2210,18,879,0,0,478,0,0,573,0,0,-833,10351,27,-833,9271,26,0
5494,-106,0,0,0,67,1,-1262,136,1,111,21384,54,0,6310,26,0,7408,24,0
9409,61,18900,55,-161,19525,56,478,0,0,573,23,1,-833,10548,26,-833,14563,27,1
17808,-108,0,0,0,0,0,-1273,0,0,309,21892,54,0,10351,27,0,11094,26,0
331,-108,0,0,516,23199,57,477,0,0,581,0,0,-833,9118,26,-833,31557,31,0
9979,-107,12,1,629,22116,57,477,0,0,574,0,0,-833,6830,24,-833,31712,31,0
9005,8,60,1,-321,122,2,477,0,0,573,76,2,-38,18458,123,-36,30620,128,1
10171,-104,0,0,78,17680,52,340,21395,55,573,0,0,-833,12241,27,-833,15562,27,0
3117,-107,0,0,0,72,1,-1277,0,0,292,21504,57,0,3472,26,0,10366,24,0
17954,9,0,0,-322,97,1,477,0,0,579,0,0,-434,256,448,-428,104,448,0
3332,-106,0,0,0,0,0,0,186,1,346,26391,57,0,5582,26,0,7048,24,0
614,613,2686,15,878,14,1,478,0,0,574,0,0,-833,7974,24,-833,4600,26,0
23467,-107,0,0,0,2506,14,251,18304,52,573,0,0,-833,12628,27,-833,19693,29,0
7580,443,22008,56,879,0,0,478,0,0,573,0,0,-833,9300,26,-833,11593,27,0
723,9,0,0,-546,0,1,-875,0,0,-382,19096,56,0,7844,26,0,5008,24,0
13302,46,17820,54,-179,15351,52,477,0,0,574,0,0,-833,10106,27,-833,17924,29,1
5807,-106,0,0,268,22770,55,477,166,2,574,0,0,-833,10366,26,-833,20476,27,0
6159,9,0,0,-229,23576,56,477,0,0,574,0,0,0,5972,26,0,11874,26,0
13762,143,19552,54,847,17550,52,477,0,0,578,0,0,-833,7376,26,-833,28798,31,1
18891,484,22165,-113,877,0,0,476,0,0,573,0,0,-833,7974,24,-833,9508,27,1
11042,9,104,1,-263,23375,55,478,0,0,578,0,0,-833,10158,26,-833,19548,29,1
16008,8,0,0,-127,22736,56,477,0,0,573,25,1,0,4776,26,0,10756,26,0
12899,-106,0,0,0,15,1,80,20328,56,440,23352,56,0,11836,26,0,7408,24,0
10303,-107,0,0,0,25,1,-1242,0,0,297,22194,55,0,5972,26,0,11484,26,0
22463,-107,0,0,0,27,1,297,19040,55,574,41,2,0,18214,27,0,7720,24,0
21649,8,0,0,-546,111,1,-340,18738,54,573,0,0,0,25171,31,0,6328,26,0
12278,8,46,1,-321,78,1,477,0,0,573,0,0,-129,1702,264,-125,22920,271,1
17732,8,0,0,-372,22904,56,-40,20349,57,573,0,0,0,7298,26,0,12576,26,0
7497,-107,0,0,0,56,1,49,17544,51,573,0,0,-833,24304,29,-833,22100,29,0
2260,7,0,0,-547,0,0,-743,17368,54,580,23084,60,0,20360,27,0,2974,26,1
3465,-104,0,0,0,0,0,-1264,0,0,-26,0,0,0,0,0,0,0,0,1
16831,-104,0,0,0,60,1,0,266,8,341,18630,52,0,8572,26,0,11094,24,0
6901,9,0,0,-445,20304,54,-113,17930,55,604,0,0,0,11944,27,0,11822,26,0
11563,8,20,1,-545,0,0,-874,112,2,-385,25404,58,0,5920,26,0,8624,23,1
9926,-107,0,1,0,0,0,383,6720,30,574,0,0,-26,8312,193,-28,4980,177,0
7875,8,0,0,-288,24416,56,477,0,0,573,0,0,0,6648,26,0,11874,26,0
6126,97,18684,55,-126,18460,52,477,0,0,574,0,0,-833,9118,26,-833,17576,27,0
15102,-107,0,0,99,18616,54,364,19278,54,574,0,0,-833,10574,26,-833,19142,27,0
1279,8,0,0,-322,0,0,477,0,0,573,0,0,-417,8599,450,-409,16747,453,0
22833,7,98,1,-321,381,3,477,0,0,579,6,1,-566,14534,377,-561,16369,397,0
22920,-104,0,0,0,0,0,-1260,0,0,48,21654,52,0,11458,26,0,13186,26,0
19142,343,21762,59,878,4,1,478,0,0,574,0,0,-833,9109,26,-833,10028,27,1
16505,8,0,0,-350,29270,57,-16,26185,54,579,0,0,0,7558,26,0,12966,26,1
10217,393,22788,55,878,50,2,477,0,0,573,0,0,-833,7376,24,-833,8832,27,0
11211,-106,0,0,413,22165,55,477,0,0,574,0,0,-833,5440,26,-833,26102,29,0
10885,8,0,0,-546,27,1,-592,21056,56,573,0,0,0,26411,29,0,6736,23,1
6058,-107,0,0,444,23142,58,477,0,0,574,0,0,-833,4672,26,-833,30162,31,0
18168,405,21560,57,877,0,0,477,0,0,573,0,0,-833,9638,26,-833,11134,27,0
16802,8,0,0,-547,0,0,-874,240,1,-360,26216,58,0,6830,26,0,4528,24,0
7019,-108,44,1,118,21896,56,381,19968,52,573,0,0,-833,10548,26,-833,14914,27,0
5689,8,0,0,-545,0,1,-307,18975,55,579,0,0,0,18154,29,0,7408,26,0
10185,-104,0,0,391,23484,58,477,108,2,573,0,0,-833,8520,26,-833,28953,29,0
12495,615,2520,13,878,0,0,477,0,0,573,0,0,-833,7376,24,-833,8286,26,1
52,-107,0,0,0,0,0,3,25714,44,581,4,0,-832,153,31,-833,26256,31,0
8501,303,21945,57,878,0,1,477,0,0,578,0,0,-833,7636,26,-833,16619,27,1
10857,490,21945,55,877,0,0,475,0,0,573,0,0,-833,9352,26,-833,9508,26,0
93,2,13842,19,685,20664,57,476,2,1,581,0,0,-833,6570,24,-833,30782,31,0
8219,-107,0,0,0,0,0,392,548,3,573,0,0,-327,21655,519,-333,26082,532,0
9924,-107,0,0,0,0,0,311,19008,55,574,0,0,0,23782,31,0,7048,26,0
19272,-106,0,0,0,34,1,25,18975,56,385,19548,52,0,8572,26,0,11094,24,0
4330,-106,0,0,76,20570,55,340,20845,55,574,0,0,-833,11302,26,-833,18533,27,0
14364,271,22495,55,876,0,0,477,0,0,574,0,0,-833,9950,26,-833,12565,29,1
12054,8,0,0,-546,330,4,-312,20735,55,573,33,1,0,25171,29,0,7408,26,1
22519,-107,0,0,622,21033,57,477,0,0,574,0,0,-833,10106,26,-833,26972,31,0
10538,-107,0,0,0,0,0,163,19580,55,573,0,1,-833,20679,29,-833,21578,29,1
11278,8,200,2,-259,24248,56,477,0,0,574,0,0,-833,10972,27,-833,16075,29,1
10511,-107,0,0,0,0,0,278,18252,54,573,178,2,0,22361,31,0,10756,26,1
7445,-107,0,0,0,72,2,-1252,0,0,0,20200,50,0,3808,26,0,11484,26,0
17166,319,22680,56,878,148,2,478,0,0,574,0,0,-833,8182,26,-833,12781,27,0
17162,240,28710,57,878,180,3,478,0,0,574,0,0,-833,5080,26,-833,20447,29,0
8555,9,0,1,-322,190,2,477,0,0,578,0,0,-621,15222,341,-616,5893,353,1
13832,9,0,1,-10,1147,57,477,0,0,578,3,0,0,4594,27,0,10444,26,1
14865,107,18792,55,812,22680,56,477,0,0,572,0,0,-833,7116,26,-833,29573,31,0
18320,-104,0,0,0,28,1,391,0,0,572,124,2,-733,3122,254,-736,6677,253,0
18056,-102,0,0,0,0,0,57,18150,55,416,18792,54,0,11620,27,0,6033,24,0
5341,151,22680,56,854,10994,45,477,0,0,578,0,0,-833,4336,24,-833,27930,29,0
11660,-104,9,1,497,22515,57,477,54,0,573,0,0,-833,6570,24,-833,29108,31,0
20511,-105,0,0,0,0,0,391,954,6,572,360,3,-175,3136,404,-179,2232,381,0
16453,446,21120,55,879,0,0,478,0,0,579,0,0,-833,9950,26,-833,11593,27,0
7823,503,20520,55,878,0,0,477,0,0,573,0,0,-833,10351,27,-833,9508,27,0
14323,107,18306,54,809,22064,56,477,0,0,574,0,0,-833,7116,26,-833,29883,31,1
9168,-106,0,0,554,20888,56,477,78,1,573,0,0,-833,6570,24,-833,30937,32,0
7972,-104,0,0,0,0,0,385,5684,29,573,164,2,-32,27584,197,-34,32555,197,0
14986,7,0,0,-545,279,3,-274,20496,57,572,0,0,0,20070,29,0,10756,26,1
10987,-107,0,0,192,22008,56,456,10710,45,578,0,0,-833,10158,26,-833,14914,27,0
3870,12,12104,34,708,20790,55,479,0,0,573,0,0,-833,3784,24,-833,30782,31,0
21553,329,23769,57,876,95,0,477,0,0,573,0,0,-874,7974,26,-833,12700,27,1
20812,48,22275,55,753,21504,56,477,20,1,573,18,1,-833,7376,26,-833,30162,31,0
12940,-106,0,0,7,18524,43,269,16902,54,573,0,0,-833,11952,27,-833,16507,27,0
20467,9,0,0,-547,0,0,-874,0,0,-489,22176,55,0,5504,24,0,3434,23,0
16788,8,0,0,-547,0,0,-707,18616,52,-44,25465,56,0,24985,29,0,2974,24,0
2594,-107,0,0,61,26448,58,324,20944,56,573,0,0,-833,11302,26,-833,15454,27,0
16801,8,0,0,-547,0,0,-874,240,1,-360,26216,58,0,6830,26,0,4528,24,0
9781,384,21560,56,878,0,0,478,0,0,574,0,0,-833,7428,24,-833,12025,27,1
20545,-105,0,1,290,21840,56,476,0,0,572,38,1,-833,13321,26,-833,21404,31,0
13087,7,0,0,-420,21395,55,-87,19008,54,573,0,0,0,11485,27,0,12576,26,1
4527,-108,0,0,0,0,0,4,12886,34,360,22800,57,0,3472,26,0,10366,24,0
21463,-107,0,1,0,45,1,-1283,0,0,291,20832,56,0,10918,26,0,10756,26,0
8485,-106,0,0,612,21056,56,477,0,0,578,0,0,-833,6570,24,-833,31712,31,1
21429,14,0,1,-547,0,0,-873,315,3,-245,32460,60,0,9040,27,0,5008,24,0
11185,-106,0,0,0,50,2,129,23200,57,574,0,0,-833,20476,29,-833,21346,31,0
6051,-107,0,0,287,22624,56,477,0,0,574,0,0,-833,8962,26,-833,20882,29,0
8847,9,0,0,-546,0,0,-874,168,2,-335,22971,57,0,5920,26,0,5872,23,1
8167,7,0,0,-547,0,0,-874,0,0,-366,25368,55,0,6570,26,0,5440,24,0
9704,-106,0,0,0,0,1,-1258,0,0,208,21395,55,0,7168,26,0,7720,24,0
15083,-107,0,0,0,0,0,0,0,0,574,0,0,-832,24101,29,-832,24024,27,0
6677,8,0,0,-547,0,1,-512,21615,56,574,0,0,0,22970,29,0,5872,24,0
21477,-107,9,0,0,47,1,245,14952,55,572,644,7,0,14698,29,0,7048,26,0
14413,8,0,0,-440,21831,56,-109,17316,52,574,0,0,0,11890,26,0,8392,26,1
9706,-106,0,0,0,12,1,-1258,0,0,287,21222,54,0,7090,26,0,7720,24,0
10266,11,0,0,-547,0,0,-773,16335,55,-111,20680,55,0,19867,29,0,5440,24,1
18201,10,0,0,-5,26620,45,477,0,0,573,3,0,0,3996,26,0,10236,26,0
10789,-105,20,1,53,24567,57,317,18810,55,573,0,0,-833,11276,26,-833,19142,29,0
7637,8,0,0,-429,20520,54,-96,18315,56,573,0,0,0,11269,26,0,9088,24,0
20083,156,22568,57,859,9061,43,476,0,0,578,0,1,-833,7168,26,-833,28953,31,1
574,-108,0,0,418,21660,57,478,44,1,574,0,0,-833,4408,24,-833,24884,29,0
15517,8,0,0,-506,21450,55,-174,19085,56,572,6,1,0,13807,27,0,12212,24,1
10565,-107,0,0,527,22344,57,477,0,0,573,0,1,-833,3928,26,-833,1184,31,1
16163,-108,0,0,514,27987,57,478,0,0,574,0,0,-833,9092,27,-833,31247,31,0
6994,-108,40,1,0,41,0,390,220,2,573,25,1,-480,9168,464,-484,8749,458,0
5397,16,5475,25,-215,23800,56,477,0,0,578,0,1,-833,10366,26,-833,20737,29,0
16507,8,0,0,-350,29270,57,-16,26185,54,579,0,0,0,7558,26,0,12966,26,1
12204,0,0,0,644,19602,55,477,0,0,573,0,0,-833,6310,23,-833,31092,32,1
5680,8,0,0,-483,21504,56,-151,17160,55,579,13,1,0,13618,27,0,11822,26,0
69,-107,0,0,133,20900,55,396,18920,55,581,0,0,-833,11042,26,-833,14995,27,0
22583,10,2114,13,-229,21780,55,477,0,0,574,0,0,-833,8520,26,-833,15481,29,0
13951,-106,0,0,0,108,2,390,572,3,579,104,2,-206,24748,422,-210,32004,414,1
3000,-107,0,0,0,0,0,392,36,1,573,0,0,-603,14202,376,-608,30823,379,0
4747,8,0,0,-546,0,0,-875,0,0,-452,19062,55,0,2632,26,0,4528,24,0
12544,8,18,1,-80,21204,57,477,27,1,574,0,0,0,4126,26,0,11094,24,1
8533,391,21560,56,878,0,0,477,0,0,578,0,0,-833,9352,26,-833,10782,26,1
14975,7,0,0,-545,279,3,-274,20496,57,572,0,0,0,20070,29,0,10756,26,1
15674,-108,0,0,537,21728,56,477,57,1,574,14,0,-833,6570,26,-833,1344,31,0
5692,8,0,0,-545,0,0,-388,19320,55,579,15,1,0,23405,29,0,10028,26,0
15007,7,0,0,-545,38,1,-592,17712,55,572,0,0,0,22970,31,0,4262,26,1
12680,-106,36,1,137,18920,54,401,19008,52,573,0,0,-833,10834,26,-833,18533,29,0
14166,9,0,0,-545,44,1,-710,20384,56,-48,22330,55,0,21955,29,0,3434,24,1
17412,400,18090,55,877,87,1,477,0,0,572,0,0,-833,8182,26,-833,7896,27,0
14047,153,22464,54,855,12314,46,477,0,0,579,6,0,-833,7376,26,-833,24971,31,1
