index,src,flight,sched_dep_time,act_dep_time,sched_arr_time,act_arr_time,arrival_delay_bucket
278,weather,AA-1279-DFW-PHX,01:00 PM,02:04 PM,02:35 PM,03:13 PM,late
279,weather,CO-1614-LAX-IAH,12:30 AM,12:30 AM,05:35 AM,05:35 AM,early
280,weather,AA-616-DFW-DTW,09:05 AM,10:11 AM,12:35 PM,01:11 PM,late
281,weather,AA-4344-ORD-DTW,11:45 AM,11:45 AM,02:00 PM,02:00 PM,on_time
282,weather,UA-2945-PHL-CLT,12:00 PM,12:00 PM,01:45 PM,01:45 PM,early
283,weather,AA-2525-DFW-MIA,07:25 AM,07:40 AM,11:10 AM,10:52 AM,on_time
284,weather,AA-271-MIA-LAX,11:35 AM,11:52 AM,02:25 PM,02:17 PM,on_time
285,weather,AA-2050-ORD-MIA,10:40 AM,11:06 AM,02:45 PM,02:36 PM,on_time
286,weather,AA-1434-DFW-MCO,07:15 AM,07:22 AM,10:35 AM,10:34 AM,on_time
287,weather,CO-1561-PHX-IAH,08:05 AM,08:05 AM,11:35 AM,11:35 AM,on_time
288,weather,AA-4307-ORD-DTW,06:45 PM,06:45 PM,09:10 PM,09:10 PM,early
289,weather,AA-3-JFK-LAX,12:00 PM,12:12 PM,03:15 PM,03:09 PM,on_time
290,weather,CO-1694-LAX-IAH,07:15 PM,07:15 PM,12:21 AM,12:21 AM,on_time
291,weather,UA-843-LAX-ORD,01:55 PM,01:55 PM,07:53 PM,07:53 PM,on_time
292,weather,CO-1193-EWR-MCO,09:15 AM,09:15 AM,12:18 PM,12:18 PM,early
293,weather,AA-3842-MSP-ORD,06:00 AM,06:00 AM,07:30 AM,07:30 AM,late
294,weather,AA-643-MIA-ORD,07:10 AM,07:31 AM,09:35 AM,09:23 AM,on_time
295,weather,UA-2906-PHL-MCO,03:50 PM,03:50 PM,06:23 PM,06:23 PM,on_time
296,weather,UA-938-DEN-ORD,04:16 PM,04:16 PM,07:35 PM,07:35 PM,on_time
297,weather,AA-1221-MCO-ORD,08:00 PM,08:00 PM,09:45 PM,09:45 PM,on_time
298,weather,CO-16-LAX-EWR,10:25 AM,10:25 AM,06:44 PM,06:44 PM,early
299,weather,UA-2515-DFW-CLT,07:05 AM,07:05 AM,10:31 AM,10:31 AM,late
300,weather,AA-400-DFW-JFK,10:40 AM,11:02 AM,02:59 PM,02:52 PM,on_time
301,weather,UA-664-ORD-PHL,01:33 PM,01:33 PM,04:31 PM,04:31 PM,early
302,weather,AA-1522-SFO-ORD,11:55 PM,12:11 AM,05:50 AM,05:49 AM,on_time
303,weather,UA-233-LAX-JFK,04:25 PM,04:30 PM,12:29 AM,11:56 PM,on_time
304,weather,AA-3823-LAX-DEN,09:00 PM,09:00 PM,12:15 AM,12:15 AM,on_time
305,weather,AA-2312-DFW-DTW,08:25 PM,08:44 PM,11:50 PM,11:54 PM,on_time
306,weather,AA-1165-JFK-MIA,06:59 AM,07:23 AM,10:34 AM,09:56 AM,early
307,weather,AA-431-MIA-SFO,08:35 AM,08:52 AM,11:50 AM,11:39 AM,early
308,weather,UA-257-JFK-SFO,02:30 PM,02:30 PM,06:15 PM,06:15 PM,early
309,weather,UA-3373-IAD-PHL,08:29 AM,08:29 AM,09:24 AM,09:24 AM,early
310,weather,AA-649-ORD-SNA,01:30 PM,01:30 PM,03:50 PM,03:50 PM,on_time
311,weather,CO-1250-MIA-IAH,02:53 PM,02:53 PM,04:48 PM,04:48 PM,on_time
312,weather,UA-6273-YYC-SFO,07:35 AM,07:35 AM,09:43 AM,09:43 AM,early
313,weather,UA-858-PVG-SFO,01:45 PM,01:45 PM,08:27 AM,08:27 AM,early
314,weather,UA-2704-DTW-PHX,11:15 AM,11:15 AM,01:40 PM,01:40 PM,late
315,weather,AA-3063-SLC-LAX,08:20 PM,08:20 PM,09:20 PM,09:20 PM,on_time
316,weather,UA-2708-EWR-CLT,02:55 PM,02:55 PM,04:53 PM,04:53 PM,early
317,weather,UA-62-IAH-EWR,02:30 PM,02:30 PM,07:03 PM,07:03 PM,on_time
318,weather,AA-3804-PHL-ORD,02:35 PM,02:35 PM,04:05 PM,04:05 PM,early
319,weather,AA-1917-JFK-MCO,02:55 PM,02:55 PM,05:55 PM,05:55 PM,early
320,weather,AA-2268-PHX-ORD,07:15 AM,07:23 AM,11:35 AM,11:04 AM,early
321,weather,UA-2314-ATL-PHL,02:55 PM,02:55 PM,05:00 PM,05:00 PM,early
322,weather,AA-4277-CVG-JFK,12:10 PM,12:10 PM,02:15 PM,02:15 PM,early
323,weather,AA-2957-DFW-CVG,07:55 AM,07:55 AM,11:05 AM,11:05 AM,on_time
324,weather,UA-37-EDI-EWR,09:05 AM,09:05 AM,11:53 AM,11:53 AM,late
325,weather,AA-789-ORD-DEN,01:05 PM,01:20 PM,02:35 PM,02:49 PM,late
326,weather,UA-854-SFO-IAH,07:53 AM,08:07 AM,01:39 PM,01:23 PM,early
327,weather,AA-415-BOS-ORD,08:35 AM,08:35 AM,10:40 AM,10:40 AM,early
328,weather,AA-85-JFK-SFO,03:05 PM,03:05 PM,06:30 PM,06:30 PM,on_time
329,weather,AA-3786-IAH-ORD,04:00 PM,04:00 PM,06:40 PM,06:40 PM,early
330,weather,CO-50-CLE-EWR,02:55 PM,02:55 PM,04:49 PM,04:49 PM,late
331,weather,UA-3099-PHX-PHL,11:55 AM,11:55 AM,06:17 PM,06:17 PM,early
332,weather,AA-4198-ORD-CLE,10:40 AM,10:40 AM,12:55 PM,12:55 PM,early
333,weather,AA-404-MIA-MCO,06:45 AM,06:58 AM,07:45 AM,07:40 AM,early
334,weather,CO-45-EWR-MIA,04:00 PM,04:00 PM,07:05 PM,07:05 PM,early
335,weather,AA-3809-PHX-LAX,06:00 AM,06:00 AM,06:40 AM,06:40 AM,early
336,weather,AA-59-JFK-SFO,07:10 AM,07:40 AM,10:45 AM,10:49 AM,late
337,weather,AA-222-LAX-BOS,07:10 AM,07:10 AM,03:30 PM,03:30 PM,early
338,airtravelcenter,AA-3859-IAH-ORD,07:16 AM,07:16 AM,09:22 AM,09:22 AM,early
339,airtravelcenter,CO-1586-IAH-MCO,07:00 PM,07:00 PM,10:15 PM,10:15 PM,on_time
340,airtravelcenter,AA-518-MIA-JFK,06:54 AM,06:54 AM,09:14 AM,09:14 AM,on_time
341,airtravelcenter,UA-397-JFK-SFO,08:48 AM,08:48 AM,11:30 AM,11:30 AM,on_time
342,airtravelcenter,UA-3925-IAD-ORF,09:00 AM,09:00 AM,09:29 AM,09:29 AM,early
343,airtravelcenter,AA-1733-ORD-PHX,07:59 PM,07:59 PM,10:31 PM,10:31 PM,on_time
344,airtravelcenter,UA-2830-MCO-CLT,03:50 PM,03:50 PM,05:14 PM,05:14 PM,on_time
345,airtravelcenter,CO-58-DEN-IAH,11:25 AM,11:25 AM,02:50 PM,02:50 PM,late
346,airtravelcenter,AA-1544-SAN-ORD,11:41 AM,11:41 AM,04:54 PM,04:54 PM,early
347,airtravelcenter,UA-5487-SFO-MRY,10:53 AM,10:53 AM,11:11 AM,11:11 AM,on_time
348,airtravelcenter,AA-204-LAX-MCO,11:29 PM,11:29 PM,06:35 AM,06:35 AM,on_time
349,airtravelcenter,UA-414-LAX-SFO,06:10 AM,06:10 AM,07:04 AM,07:04 AM,early
350,airtravelcenter,CO-1614-LAX-IAH,12:30 AM,12:30 AM,05:35 AM,05:35 AM,early
351,airtravelcenter,UA-2726-FLL-PHL,04:10 PM,04:10 PM,06:25 PM,06:25 PM,early
352,airtravelcenter,CO-52-IAH-LAX,07:35 AM,07:35 AM,09:21 AM,09:21 AM,early
353,airtravelcenter,CO-1090-BOS-IAH,09:45 AM,09:45 AM,01:16 PM,01:16 PM,on_time
354,airtravelcenter,AA-616-DFW-DTW,10:11 AM,10:11 AM,01:11 PM,01:11 PM,late
355,airtravelcenter,UA-3515-IAD-MSP,08:26 AM,08:26 AM,09:56 AM,09:56 AM,early
356,airtravelcenter,AA-3468-CVG-MIA,07:25 AM,07:25 AM,09:29 AM,09:29 AM,early
357,airtravelcenter,AA-484-DFW-MIA,04:29 PM,04:29 PM,07:37 PM,07:37 PM,early
358,airtravelcenter,AA-1886-BOS-MIA,10:54 AM,10:54 AM,01:36 PM,01:36 PM,early
359,airtravelcenter,CO-62-IAH-EWR,02:30 PM,02:30 PM,07:03 PM,07:03 PM,on_time
360,airtravelcenter,CO-1561-PHX-IAH,08:05 AM,08:05 AM,11:35 AM,11:35 AM,on_time
361,airtravelcenter,UA-2314-ATL-PHL,03:04 PM,03:04 PM,04:43 PM,04:43 PM,early
362,airtravelcenter,AA-446-DFW-PHL,12:13 PM,12:13 PM,04:08 PM,04:08 PM,late
363,airtravelcenter,CO-1023-IAH-DEN,11:40 AM,11:40 AM,01:17 PM,01:17 PM,on_time
364,airtravelcenter,AA-466-IAH-MIA,06:09 AM,06:09 AM,08:50 AM,08:50 AM,early
365,airtravelcenter,UA-3050-PHX-CLT,11:45 AM,11:45 AM,05:00 PM,05:00 PM,on_time
366,airtravelcenter,CO-89-IAH-EWR,06:00 AM,06:00 AM,10:20 AM,10:20 AM,on_time
367,airtravelcenter,CO-1088-CLE-IAH,08:40 AM,08:40 AM,10:54 AM,10:54 AM,on_time
368,airtravelcenter,AA-1664-MIA-ATL,10:19 AM,10:19 AM,11:50 AM,11:50 AM,early
369,airtravelcenter,AA-1279-DFW-PHX,02:03 PM,02:03 PM,03:13 PM,03:13 PM,late
370,airtravelcenter,UA-854-SFO-IAH,08:07 AM,08:07 AM,01:23 PM,01:23 PM,early
371,airtravelcenter,UA-382-IAD-LAX,12:56 PM,12:56 PM,03:09 PM,03:09 PM,on_time
372,airtravelcenter,AA-4344-ORD-DTW,12:14 PM,12:14 PM,01:55 PM,01:55 PM,on_time
373,airtravelcenter,UA-257-JFK-SFO,02:43 PM,02:43 PM,05:22 PM,05:22 PM,early
374,airtravelcenter,UA-2945-PHL-CLT,12:07 PM,12:07 PM,01:11 PM,01:11 PM,early
375,airtravelcenter,CO-63-EWR-IAH,05:25 PM,05:25 PM,08:22 PM,08:22 PM,early
376,airtravelcenter,CO-47-IAH-LAX,07:10 PM,07:10 PM,08:56 PM,08:56 PM,late
377,airtravelcenter,AA-2050-ORD-MIA,11:06 AM,11:06 AM,02:39 PM,02:39 PM,on_time
378,airtravelcenter,UA-248-PHX-ORD,01:43 PM,01:43 PM,05:24 PM,05:24 PM,late
379,airtravelcenter,AA-4330-CVG-ORD,03:35 PM,03:35 PM,04:00 PM,04:00 PM,early
380,airtravelcenter,AA-1434-DFW-MCO,07:22 AM,07:22 AM,10:34 AM,10:34 AM,on_time
381,airtravelcenter,AA-1640-MIA-MCO,06:47 PM,06:47 PM,07:25 PM,07:25 PM,on_time
382,airtravelcenter,AA-4307-ORD-DTW,06:56 PM,06:56 PM,08:38 PM,08:38 PM,early
383,airtravelcenter,AA-3-JFK-LAX,12:12 PM,12:12 PM,03:04 PM,03:04 PM,on_time
384,airtravelcenter,CO-1694-LAX-IAH,07:15 PM,07:15 PM,12:21 AM,12:21 AM,on_time
385,airtravelcenter,UA-843-LAX-ORD,02:04 PM,02:04 PM,07:20 PM,07:20 PM,on_time
386,airtravelcenter,CO-1193-EWR-MCO,09:15 AM,09:15 AM,12:18 PM,12:18 PM,early
387,airtravelcenter,AA-3842-MSP-ORD,06:57 AM,06:57 AM,07:49 AM,07:49 AM,late
388,airtravelcenter,AA-643-MIA-ORD,07:31 AM,07:31 AM,09:26 AM,09:26 AM,on_time
389,airtravelcenter,AA-1007-MIA-PHX,05:09 PM,05:09 PM,07:43 PM,07:43 PM,early
390,airtravelcenter,AA-2525-DFW-MIA,07:39 AM,07:39 AM,10:43 AM,10:43 AM,on_time
391,airtravelcenter,UA-2906-PHL-MCO,04:44 PM,04:44 PM,06:28 PM,06:28 PM,on_time
392,airtravelcenter,UA-938-DEN-ORD,04:37 PM,04:37 PM,07:23 PM,07:23 PM,on_time
393,airtravelcenter,AA-1221-MCO-ORD,08:23 PM,08:23 PM,09:47 PM,09:47 PM,on_time
394,airtravelcenter,CO-16-LAX-EWR,10:25 AM,10:25 AM,06:44 PM,06:44 PM,early
395,airtravelcenter,UA-2515-DFW-CLT,07:30 AM,07:30 AM,10:43 AM,10:43 AM,late
396,airtravelcenter,AA-400-DFW-JFK,11:02 AM,11:02 AM,02:58 PM,02:58 PM,on_time
397,airtravelcenter,UA-664-ORD-PHL,01:48 PM,01:48 PM,04:20 PM,04:20 PM,early
398,airtravelcenter,AA-3756-ORD-SLC,12:42 PM,12:42 PM,02:50 PM,02:50 PM,on_time
399,airtravelcenter,UA-37-EWR-MCO,01:29 PM,01:29 PM,04:17 PM,04:17 PM,on_time
400,airtravelcenter,AA-1522-SFO-ORD,12:11 AM,12:11 AM,05:52 AM,05:52 AM,on_time
401,airtravelcenter,UA-233-LAX-JFK,04:28 PM,04:28 PM,12:01 AM,12:01 AM,on_time
402,airtravelcenter,AA-3823-LAX-DEN,09:06 PM,09:06 PM,11:49 PM,11:49 PM,on_time
403,airtravelcenter,AA-2312-DFW-DTW,08:29 PM,08:29 PM,11:35 PM,11:35 PM,on_time
404,airtravelcenter,AA-1165-JFK-MIA,07:23 AM,07:23 AM,09:45 AM,09:45 AM,early
405,airtravelcenter,AA-431-MIA-SFO,08:52 AM,08:52 AM,11:33 AM,11:33 AM,early
406,airtravelcenter,UA-3373-IAD-PHL,08:37 AM,08:37 AM,09:13 AM,09:13 AM,early
407,airtravelcenter,AA-649-ORD-SNA,01:41 PM,01:41 PM,03:29 PM,03:29 PM,on_time
408,airtravelcenter,CO-1250-MIA-IAH,02:53 PM,02:53 PM,04:48 PM,04:48 PM,on_time
409,airtravelcenter,UA-6273-YYC-SFO,07:41 AM,07:41 AM,08:33 AM,08:33 AM,early
410,airtravelcenter,UA-828-SFO-ORD,11:08 PM,11:08 PM,05:11 AM,05:11 AM,on_time
411,airtravelcenter,CO-4888-IAH-DAL,05:38 PM,05:38 PM,06:19 PM,06:19 PM,on_time
412,airtravelcenter,UA-858-PVG-SFO,01:50 PM,01:50 PM,07:50 AM,07:50 AM,early
413,airtravelcenter,UA-2704-DTW-PHX,11:47 AM,11:47 AM,01:52 PM,01:52 PM,late
414,airtravelcenter,AA-3063-SLC-LAX,08:40 PM,08:40 PM,09:12 PM,09:12 PM,on_time
415,airtravelcenter,UA-2708-EWR-CLT,03:04 PM,03:04 PM,04:22 PM,04:22 PM,early
416,airtravelcenter,UA-62-IAH-EWR,02:30 PM,02:30 PM,07:03 PM,07:03 PM,on_time
417,airtravelcenter,UA-1500-IAH-GUA,08:55 AM,08:55 AM,11:45 AM,11:45 AM,on_time
418,airtravelcenter,AA-3804-PHL-ORD,02:44 PM,02:44 PM,03:36 PM,03:36 PM,early
419,airtravelcenter,AA-1917-JFK-MCO,03:28 PM,03:28 PM,05:39 PM,05:39 PM,early
420,airtravelcenter,AA-2268-PHX-ORD,07:22 AM,07:22 AM,11:04 AM,11:04 AM,early
421,airtravelcenter,AA-4277-CVG-JFK,12:11 PM,12:11 PM,01:42 PM,01:42 PM,early
422,airtravelcenter,AA-2957-DFW-CVG,08:04 AM,08:04 AM,10:58 AM,10:58 AM,on_time
423,airtravelcenter,UA-37-EDI-EWR,09:05 AM,09:05 AM,11:53 AM,11:53 AM,late
424,airtravelcenter,AA-789-ORD-DEN,01:20 PM,01:20 PM,02:49 PM,02:49 PM,late
425,airtravelcenter,AA-415-BOS-ORD,08:55 AM,08:55 AM,10:12 AM,10:12 AM,early
426,airtravelcenter,AA-85-JFK-SFO,03:38 PM,03:38 PM,06:30 PM,06:30 PM,on_time
427,airtravelcenter,AA-3979-CVG-ORD,08:04 AM,08:04 AM,07:59 AM,07:59 AM,on_time
428,airtravelcenter,AA-3786-IAH-ORD,04:12 PM,04:12 PM,06:11 PM,06:11 PM,early
429,airtravelcenter,AA-271-MIA-LAX,11:52 AM,11:52 AM,02:21 PM,02:21 PM,on_time
430,airtravelcenter,CO-50-CLE-EWR,02:55 PM,02:55 PM,04:49 PM,04:49 PM,late
431,airtravelcenter,UA-3099-PHX-PHL,11:55 AM,11:55 AM,05:34 PM,05:34 PM,early
432,airtravelcenter,AA-4198-ORD-CLE,10:55 AM,10:55 AM,12:37 PM,12:37 PM,early
433,airtravelcenter,AA-404-MIA-MCO,06:58 AM,06:58 AM,07:37 AM,07:37 AM,early
434,airtravelcenter,CO-45-EWR-MIA,04:00 PM,04:00 PM,07:05 PM,07:05 PM,early
435,airtravelcenter,AA-3809-PHX-LAX,06:11 AM,06:11 AM,06:15 AM,06:15 AM,early
436,airtravelcenter,AA-59-JFK-SFO,07:40 AM,07:40 AM,10:52 AM,10:52 AM,late
437,airtravelcenter,AA-222-LAX-BOS,07:32 AM,07:32 AM,03:12 PM,03:12 PM,early
438,flightview,AA-3859-IAH-ORD,07:10 AM,07:16 AM,09:40 AM,09:22 AM,early
439,flightview,CO-1586-IAH-MCO,07:42 PM,07:42 PM,10:29 PM,10:29 PM,on_time
440,flightview,AA-518-MIA-JFK,06:40 AM,06:54 AM,09:25 AM,09:28 AM,on_time
441,flightview,UA-397-JFK-SFO,08:00 AM,08:49 AM,11:55 AM,11:58 AM,on_time
442,flightview,UA-3925-IAD-ORF,09:00 AM,09:01 AM,09:40 AM,09:43 AM,early
443,flightview,AA-1733-ORD-PHX,07:45 PM,07:59 PM,10:30 PM,10:30 PM,on_time
444,flightview,AA-3-JFK-LAX,12:00 PM,12:12 PM,03:15 PM,03:16 PM,on_time
445,flightview,UA-2830-MCO-CLT,03:27 PM,03:50 PM,05:05 PM,05:17 PM,on_time
446,flightview,CO-58-DEN-IAH,12:35 PM,12:37 PM,03:30 PM,03:31 PM,late
447,flightview,UA-5487-SFO-MRY,10:50 AM,10:53 AM,11:20 AM,11:21 AM,on_time
448,flightview,AA-204-LAX-MCO,11:25 PM,11:25 PM,06:55 AM,06:55 AM,on_time
449,flightview,UA-414-LAX-SFO,06:10 AM,06:10 AM,07:15 AM,07:17 AM,early
450,flightview,CO-1614-LAX-IAH,12:55 AM,12:58 AM,05:25 AM,05:26 AM,early
451,flightview,UA-2726-FLL-PHL,04:00 PM,04:10 PM,06:46 PM,06:25 PM,early
452,flightview,CO-52-IAH-LAX,07:55 AM,07:56 AM,09:10 AM,09:09 AM,early
453,flightview,CO-1090-BOS-IAH,10:35 AM,10:35 AM,01:20 PM,01:19 PM,on_time
454,flightview,AA-616-DFW-DTW,09:05 AM,10:11 AM,12:35 PM,01:18 PM,late
455,flightview,UA-3515-IAD-MSP,08:25 AM,08:26 AM,09:55 AM,09:56 AM,early
456,flightview,AA-3468-CVG-MIA,07:00 AM,07:25 AM,09:55 AM,09:45 AM,early
457,flightview,AA-484-DFW-MIA,04:15 PM,04:30 PM,07:55 PM,07:39 PM,early
458,flightview,AA-1886-BOS-MIA,10:55 AM,10:55 AM,01:40 PM,01:40 PM,early
459,flightview,CO-62-IAH-EWR,03:00 PM,02:59 PM,07:10 PM,07:10 PM,on_time
460,flightview,CO-1561-PHX-IAH,08:20 AM,08:18 AM,11:30 AM,11:32 AM,on_time
461,flightview,UA-2314-ATL-PHL,03:05 PM,03:04 PM,05:00 PM,05:00 PM,early
462,flightview,AA-446-DFW-PHL,11:50 AM,12:13 PM,03:50 PM,04:09 PM,late
463,flightview,CO-1023-IAH-DEN,12:05 PM,12:06 PM,01:15 PM,01:14 PM,on_time
464,flightview,AA-466-IAH-MIA,06:00 AM,06:09 AM,09:20 AM,09:05 AM,early
465,flightview,UA-3050-PHX-CLT,11:05 AM,11:45 AM,04:57 PM,05:03 PM,on_time
466,flightview,CO-89-IAH-EWR,06:15 AM,06:17 AM,10:25 AM,10:27 AM,on_time
467,flightview,CO-1088-CLE-IAH,09:00 AM,09:01 AM,10:55 AM,10:56 AM,on_time
468,flightview,AA-1664-MIA-ATL,10:15 AM,10:19 AM,12:10 PM,11:50 AM,early
469,flightview,AA-1279-DFW-PHX,01:00 PM,02:04 PM,02:35 PM,03:19 PM,late
470,flightview,UA-854-SFO-IAH,08:05 AM,08:07 AM,01:30 PM,01:30 PM,early
471,flightview,UA-382-IAD-LAX,12:55 PM,12:56 PM,03:20 PM,03:21 PM,on_time
472,flightview,AA-4344-ORD-DTW,12:15 PM,12:14 PM,02:00 PM,02:01 PM,on_time
473,flightview,UA-257-JFK-SFO,02:30 PM,02:43 PM,06:15 PM,05:42 PM,early
474,flightview,UA-2945-PHL-CLT,12:00 PM,12:08 PM,01:45 PM,01:14 PM,early
475,flightview,CO-63-EWR-IAH,05:40 PM,05:38 PM,08:05 PM,08:03 PM,early
476,flightview,CO-47-IAH-LAX,08:35 PM,08:36 PM,09:40 PM,09:38 PM,late
477,flightview,AA-2050-ORD-MIA,10:40 AM,11:06 AM,02:45 PM,02:46 PM,on_time
478,flightview,UA-248-PHX-ORD,01:45 PM,01:43 PM,05:35 PM,05:34 PM,late
479,flightview,AA-4330-CVG-ORD,03:35 PM,03:36 PM,03:25 PM,03:25 PM,early
480,flightview,AA-1434-DFW-MCO,07:15 AM,07:22 AM,10:35 AM,10:29 AM,on_time
481,flightview,AA-1640-MIA-MCO,06:30 PM,06:30 PM,07:25 PM,07:25 PM,on_time
482,flightview,AA-4307-ORD-DTW,06:45 PM,06:56 PM,09:10 PM,08:43 PM,early
483,flightview,CO-1694-LAX-IAH,07:15 PM,07:15 PM,12:21 AM Dec 02,12:21 AM Dec 02,on_time
484,flightview,UA-843-LAX-ORD,02:38 PM,02:38 PM,07:58 PM,07:58 PM,on_time
485,flightview,CO-1193-EWR-MCO,09:15 AM,09:58 AM,12:18 PM,12:09 PM,early
486,flightview,AA-3842-MSP-ORD,06:00 AM,06:57 AM,07:30 AM,07:51 AM,late
487,flightview,AA-643-MIA-ORD,07:10 AM,07:31 AM,09:35 AM,09:29 AM,on_time
488,flightview,AA-1007-MIA-PHX,05:09 PM,05:09 PM,07:53 PM,07:53 PM,early
489,flightview,UA-2906-PHL-MCO,03:50 PM,04:46 PM,06:23 PM,06:35 PM,on_time
490,flightview,UA-938-DEN-ORD,04:37 PM,04:37 PM,07:36 PM,07:36 PM,on_time
491,flightview,AA-1221-MCO-ORD,08:00 PM,08:23 PM,09:45 PM,09:49 PM,on_time
492,flightview,CO-16-LAX-EWR,10:37 AM,10:37 AM,06:34 PM,06:34 PM,early
493,flightview,UA-2515-DFW-CLT,07:31 AM,07:31 AM,10:45 AM,10:45 AM,late
494,flightview,AA-400-DFW-JFK,10:40 AM,11:02 AM,02:59 PM,03:04 PM,on_time
495,flightview,UA-664-ORD-PHL,01:33 PM,01:48 PM,04:31 PM,04:23 PM,early
496,flightview,AA-3756-ORD-SLC,12:15 PM,12:42 PM,02:45 PM,02:52 PM,on_time
497,flightview,UA-37-EWR-MCO,02:01 PM,02:01 PM,04:17 PM,04:17 PM,on_time
498,flightview,AA-1522-SFO-ORD,11:55 PM,11:55 PM,05:50 AM Dec 02,05:50 AM Dec 02,on_time
499,flightview,UA-233-LAX-JFK,04:25 PM,04:25 PM,12:29 AM Dec 02,12:29 AM Dec 02,on_time
500,flightview,AA-3823-LAX-DEN,09:00 PM,09:00 PM,12:15 AM Dec 02,12:15 AM Dec 02,on_time
501,flightview,AA-2312-DFW-DTW,08:25 PM,08:25 PM,11:50 PM,11:50 PM,on_time
502,flightview,AA-1165-JFK-MIA,06:59 AM,07:23 AM,10:34 AM,10:04 AM,early
503,flightview,AA-431-MIA-SFO,08:35 AM,08:52 AM,11:50 AM,11:44 AM,early
504,flightview,UA-3373-IAD-PHL,08:37 AM,08:37 AM,09:13 AM,09:13 AM,early
505,flightview,AA-649-ORD-SNA,01:30 PM,01:30 PM,03:50 PM,03:50 PM,on_time
506,flightview,CO-1250-MIA-IAH,03:17 PM,03:17 PM,04:59 PM,04:59 PM,on_time
507,flightview,UA-6273-YYC-SFO,07:41 AM,07:41 AM,08:45 AM,08:45 AM,early
508,flightview,UA-828-SFO-ORD,11:08 PM,11:08 PM,05:11 AM Dec 02,05:11 AM Dec 02,on_time
509,flightview,CO-4888-IAH-DAL,05:30 PM,05:30 PM,06:40 PM,06:40 PM,on_time
510,flightview,UA-858-PVG-SFO,01:45 PM,01:45 PM,08:02 AM,08:02 AM,early
511,flightview,UA-2704-DTW-PHX,11:47 AM,11:47 AM,02:02 PM,02:02 PM,late
512,flightview,AA-3063-SLC-LAX,08:40 PM,08:40 PM,09:11 PM,09:11 PM,on_time
513,flightview,UA-2708-EWR-CLT,03:04 PM,03:04 PM,04:24 PM,04:24 PM,early
514,flightview,UA-62-IAH-EWR,02:59 PM,02:59 PM,07:10 PM,07:10 PM,on_time
515,flightview,UA-1500-IAH-GUA,09:43 AM,09:43 AM,12:12 PM,12:12 PM,on_time
516,flightview,AA-3804-PHL-ORD,02:35 PM,02:44 PM,04:05 PM,03:36 PM,early
517,flightview,AA-1917-JFK-MCO,02:55 PM,03:28 PM,05:55 PM,05:34 PM,early
518,flightview,AA-2268-PHX-ORD,07:15 AM,07:23 AM,11:35 AM,11:07 AM,early
519,flightview,AA-4277-CVG-JFK,12:10 PM,12:11 PM,02:15 PM,01:43 PM,early
520,flightview,AA-2957-DFW-CVG,07:55 AM,08:05 AM,11:05 AM,11:00 AM,on_time
521,flightview,UA-37-EDI-EWR,09:05 AM,09:05 AM,12:09 PM,12:09 PM,late
522,flightview,AA-789-ORD-DEN,01:05 PM,01:20 PM,02:35 PM,03:01 PM,late
523,flightview,AA-415-BOS-ORD,08:56 AM,08:56 AM,10:10 AM,10:10 AM,early
524,flightview,AA-85-JFK-SFO,03:05 PM,03:38 PM,06:30 PM,06:43 PM,on_time
525,flightview,AA-3979-CVG-ORD,07:30 AM,08:04 AM,08:00 AM,07:57 AM,on_time
526,flightview,AA-1544-SAN-ORD,11:41 AM,11:41 AM,04:56 PM,04:56 PM,early
527,flightview,AA-3786-IAH-ORD,04:00 PM,04:12 PM,06:40 PM,06:09 PM,early
528,flightview,AA-271-MIA-LAX,11:35 AM,11:52 AM,02:25 PM,02:27 PM,on_time
529,flightview,AA-2525-DFW-MIA,07:25 AM,07:40 AM,11:10 AM,11:06 AM,on_time
530,flightview,CO-50-CLE-EWR,04:02 PM,04:02 PM,05:26 PM,05:26 PM,late
531,flightview,UA-3099-PHX-PHL,11:55 AM,11:55 AM,06:17 PM,06:17 PM,early
532,flightview,AA-4198-ORD-CLE,10:40 AM,10:55 AM,12:55 PM,12:48 PM,early
533,flightview,AA-404-MIA-MCO,06:45 AM,06:58 AM,07:45 AM,07:32 AM,early
534,flightview,CO-45-EWR-MIA,04:00 PM,04:15 PM,07:05 PM,06:36 PM,early
535,flightview,AA-3809-PHX-LAX,06:00 AM,06:11 AM,06:40 AM,06:19 AM,early
536,flightview,AA-59-JFK-SFO,07:10 AM,07:40 AM,10:45 AM,11:12 AM,late
537,flightview,AA-222-LAX-BOS,07:10 AM,07:32 AM,03:30 PM,03:14 PM,early
538,flightstats,AA-3859-IAH-ORD,07:10 AM,07:16 AM,09:40 AM,09:32 AM,early
539,flightstats,CO-1586-IAH-MCO,07:00 PM,07:14 PM,10:15 PM,10:29 PM,on_time
540,flightstats,AA-518-MIA-JFK,06:40 AM,06:54 AM,09:25 AM,09:28 AM,on_time
541,flightstats,UA-397-JFK-SFO,08:00 AM,08:29 AM,11:55 AM,11:58 AM,on_time
542,flightstats,UA-3925-IAD-ORF,08:41 AM,08:42 AM,09:54 AM,09:43 AM,early
543,flightstats,AA-1733-ORD-PHX,07:45 PM,07:58 PM,10:30 PM,10:30 PM,on_time
544,flightstats,AA-4344-ORD-DTW,11:45 AM,12:13 PM,02:00 PM,02:10 PM,on_time
545,flightstats,AA-1640-MIA-MCO,06:30 PM,06:47 PM,07:25 PM,07:25 PM,on_time
