abv,ibu,is_ipa
0.054,27.0,0
0.053,27.0,0
0.058,20.0,0
0.052,12.0,0
0.12,90.0,0
0.085,20.0,1
0.058,73.45506973982589,1
0.051,22.0,0
0.052,105.74721248666862,0
0.045,30.0,0
0.07,69.0,1
0.07,89.76083909314593,0
0.05,21.0,0
0.045,18.0,0
0.055,0.0,0
0.045,28.0,0
0.073,87.0,1
0.055,33.0,0
0.062,72.0,1
0.06,30.0,0
0.075,93.0,0
0.045,2.598902256186207,0
0.082,,0
0.075,85.0,1
0.055,145.08613705916412,0
0.062,106.59575301821666,1
0.054,26.0,0
0.075,16.055667281508576,1
0.051,36.529580337521246,0
0.041,35.0,1
0.048,7.167597434513972,1
0.052,27.0,0
0.062,70.0,1
0.062,70.0,1
0.057,0.0,0
0.054,20.0,0
0.052,27.0,0
0.062,70.0,1
0.048,98.18828903485417,1
0.063,69.0,1
0.058,0.0,0
0.058,103.64065058794748,0
0.051,17.0,0
0.051,28.0,0
0.077,23.0,0
0.07,68.0,0
0.05,10.0,0
0.04,22.0,0
0.04,40.0,1
0.073,83.0,1
0.04,17.0,0
0.04,32.0,0
0.073,82.0,1
0.04,34.0,0
0.04,29.0,0
0.06,75.0,1
0.047,36.12911485993027,0
0.085,90.0,1
0.042,10.0,0
0.045,40.0,1
0.045,,0
0.068,24.0,0
0.099,94.48089382728935,0
0.065,33.0,1
0.075,40.9854050453554,0
0.099,90.0,1
0.075,30.0,0
0.048,15.0,0
0.048,22.0,0
0.053,22.0,0
0.065,70.0,1
0.09,,1
0.09,75.0,1
0.092,25.0,0
0.079,23.0,0
0.075,,0
0.092,25.0,0
0.073,85.0,1
0.075,84.27298795706271,0
0.04,80.51265437707858,1
0.06,40.0,1
0.056,17.160119569147568,1
0.085,85.0,1
0.051,,0
0.04,35.0,1
0.052,20.0,0
0.045,10.0,0
0.06,45.0,1
0.052,67.0,1
0.054,49.16549632294685,0
0.04,5.0,0
0.05,16.0,0
0.068,67.0,1
0.057,22.0,0
0.058,42.0,1
0.075,35.0,1
0.049,28.0,0
0.049,30.0,0
0.049,39.68621841557847,0
0.049,30.0,0
0.082,136.86293901428883,1
0.052,27.0,0
0.082,,1
0.082,100.0,1
0.042,23.726826918952202,0
0.06,23.0,0
0.056,100.4757484195209,0
0.068,21.0,0
0.057,20.0,0
0.045,25.0,0
0.051,35.0,0
0.074,83.0,1
0.08,31.0,0
0.071,4.204263586057195,1
0.048,45.0,1
0.062,65.0,1
0.045,23.0,0
0.058,72.0,1
0.059,135.0,1
0.047,0.0,0
0.065,82.0,1
0.028,15.0,0
0.065,69.0,1
0.069,69.0,1
0.045,,0
0.077,24.406359866681335,1
0.069,64.8714220969693,1
0.06,45.0,0
0.067,3.3572665281913316,1
0.055,69.80215672268073,0
