Baseline,Dataset,时间（单位 s）,传统清洗的F1值,r_edr,hybrid_distance,edr,col_avg_rmse,col_avg_f1,P_do_nothing,P_demand_clean,P_repair_all,upper_bound_dirty,upper_bound_cleaned,upper_bound_clean,upper_bound_improvement,真值使用单元格数,ML_1,ML_2,ML_3,ML_4,ML_5,ML_6
mlimputer,beers,1.57,0.00048414427499394823,-29.56338028169014,0.10308129706469954,-1.0339901477832512,0.0,0.33633633633633636,0.22821576763485477,0.23236514522821577,0.2946058091286307,0.1950207468879668,0.1933609958506224,0.22157676348547714,-0.06249999999999987,0,"RF
    accuracy       : 0.232365
    f1             : 0.228454
    precision      : 0.234065
    recall         : 0.232365","LR
    accuracy       : 0.163900
    f1             : 0.076649
    precision      : 0.051334
    recall         : 0.163900","SVM
    accuracy       : 0.192946
    f1             : 0.123500
    precision      : 0.147671
    recall         : 0.192946","KNN
    accuracy       : 0.176349
    f1             : 0.159932
    precision      : 0.171821
    recall         : 0.176349","DT
    accuracy       : 0.190871
    f1             : 0.211492
    precision      : 0.260289
    recall         : 0.190871","GB
    accuracy       : 0.139004
    f1             : 0.169964
    precision      : 0.248765
    recall         : 0.139004"
raha_baran,beers,1824.65,0.8299711815561961,0.9937888198757764,0.022667896111879512,0.7093596059113301,0.0,0.5196763077131302,0.22821576763485477,0.2946058091286307,0.2946058091286307,0.1950207468879668,0.2112033195020747,0.22157676348547714,0.6093750000000008,20,"RF
    accuracy       : 0.294606
    f1             : 0.258645
    precision      : 0.250980
    recall         : 0.294606","LR
    accuracy       : 0.184647
    f1             : 0.087891
    precision      : 0.099365
    recall         : 0.184647","SVM
    accuracy       : 0.217842
    f1             : 0.107141
    precision      : 0.109908
    recall         : 0.217842","KNN
    accuracy       : 0.263485
    f1             : 0.217580
    precision      : 0.206453
    recall         : 0.263485","DT
    accuracy       : 0.284232
    f1             : 0.254079
    precision      : 0.250180
    recall         : 0.284232","GB
    accuracy       : 0.309129
    f1             : 0.276080
    precision      : 0.285263
    recall         : 0.309129"
repairall,beers,0.34,1.0,1.0,0.0,1.0,0.0,1.0,0.22821576763485477,0.2946058091286307,0.2946058091286307,0.1950207468879668,0.22157676348547714,0.22157676348547714,1.0,3358,"RF
    accuracy       : 0.294606
    f1             : 0.271850
    precision      : 0.277875
    recall         : 0.294606","LR
    accuracy       : 0.184647
    f1             : 0.088005
    precision      : 0.099455
    recall         : 0.184647","SVM
    accuracy       : 0.217842
    f1             : 0.107141
    precision      : 0.109908
    recall         : 0.217842","KNN
    accuracy       : 0.282158
    f1             : 0.243113
    precision      : 0.223311
    recall         : 0.282158","DT
    accuracy       : 0.280083
    f1             : 0.259438
    precision      : 0.268268
    recall         : 0.280083","GB
    accuracy       : 0.296680
    f1             : 0.268475
    precision      : 0.281475
    recall         : 0.296680"
simpleimputer,beers,0.1,0.0038666022232962784,-29.464788732394368,0.10281235592438911,-1.0305418719211823,0.0,0.355281207133059,0.22821576763485477,0.22199170124481327,0.2946058091286307,0.1950207468879668,0.1995850622406639,0.22157676348547714,0.1718750000000007,0,"RF
    accuracy       : 0.221992
    f1             : 0.203707
    precision      : 0.198134
    recall         : 0.221992","LR
    accuracy       : 0.168050
    f1             : 0.085301
    precision      : 0.099684
    recall         : 0.168050","SVM
    accuracy       : 0.188797
    f1             : 0.065398
    precision      : 0.081955
    recall         : 0.188797","KNN
    accuracy       : 0.182573
    f1             : 0.149915
    precision      : 0.140095
    recall         : 0.182573","DT
    accuracy       : 0.209544
    f1             : 0.232703
    precision      : 0.284002
    recall         : 0.209544","GB
    accuracy       : 0.176349
    f1             : 0.194576
    precision      : 0.277854
    recall         : 0.176349"
uniclean,beers,59.44,0.2181340341655716,0.12146752602875557,0.06857999077916091,0.1206896551724138,0.0,0.5901973070430906,0.22821576763485477,0.29045643153526973,0.2946058091286307,0.1950207468879668,0.23775933609958505,0.22157676348547714,1.6093750000000018,0,"RF
    accuracy       : 0.290456
    f1             : 0.252129
    precision      : 0.233838
    recall         : 0.290456","LR
    accuracy       : 0.184647
    f1             : 0.088005
    precision      : 0.099455
    recall         : 0.184647","SVM
    accuracy       : 0.217842
    f1             : 0.107141
    precision      : 0.109908
    recall         : 0.217842","KNN
    accuracy       : 0.290456
    f1             : 0.239342
    precision      : 0.222969
    recall         : 0.290456","DT
    accuracy       : 0.282158
    f1             : 0.252482
    precision      : 0.244668
    recall         : 0.282158","GB
    accuracy       : 0.286307
    f1             : 0.258480
    precision      : 0.251013
    recall         : 0.286307"
Demandclean_ngt,bike,4858.39,0.0908509276647399,-0.0397091722595078,0.3140580775184334,-0.0719631548647092,,,0.929398,0.949491,0.961849,1407.318564597888,2317.557967157298,12.546433417093745,-0.6526079652801886,0,"RF
    mse            : 163.441613
    r2             : 0.994799","LR
    mse            : 1587.241156
    r2             : 0.949491","RIDGE
    mse            : 1592.632339
    r2             : 0.949320","LASSO
    mse            : 1587.707824
    r2             : 0.949477","KNN
    mse            : 2988.486180
    r2             : 0.904902","GB
    mse            : 294.615919
    r2             : 0.990625"
Demandclean_v3,bike,11600.46,0.7248263253621944,-0.0108751941998964,0.0417496187113629,0.5323607799130313,,,0.929398,1.000000,0.961849,1825.2803032229551,32.89330638915428,25.4989040055832,0.9958914997194734,37174,"RF
    mse            : 4.478727
    r2             : 0.999776","LR
    mse            : 0.000000
    r2             : 1.000000","RIDGE
    mse            : 0.001540
    r2             : 1.000000","LASSO
    mse            : 1.214352
    r2             : 0.999939","KNN
    mse            : 965.589443
    r2             : 0.951750","GB
    mse            : 12.742391
    r2             : 0.999363"
Demandclean_v5,bike,13007.26,0.1414862157279656,0.0198933552091878,0.3892012587597241,0.0357269051077696,,,0.929398,0.999917,0.961849,1407.318564597888,653.0730226973784,12.546433417093745,0.5407661402454149,2089,"RF
    mse            : 76.927012
    r2             : 0.997552","LR
    mse            : 2.620294
    r2             : 0.999917","RIDGE
    mse            : 2.643532
    r2             : 0.999916","LASSO
    mse            : 2.059012
    r2             : 0.999934","KNN
    mse            : 1383.619816
    r2             : 0.955971","GB
    mse            : 65.165590
    r2             : 0.997926"
Demandclean_v6,bike,12852.92,0.1956094106076141,-0.0903010033444816,0.356307820064433,-0.1880405238448233,,,0.929398,0.871864,0.961849,1825.2803032229551,2708.802347939495,25.4989040055832,-0.4909051983206048,1754,"RF
    mse            : 2037.249486
    r2             : 0.973392","LR
    mse            : 9810.688585
    r2             : 0.871864","RIDGE
    mse            : 9815.715526
    r2             : 0.871799","LASSO
    mse            : 9813.389086
    r2             : 0.871829","KNN
    mse            : 7586.847521
    r2             : 0.900909","GB
    mse            : 2374.781811
    r2             : 0.968983"
Demandclean_v7,bike,6341.08,0.0731163251317587,0.0021417862497322,0.3956267456048289,-0.0591092450810899,,,0.929398,0.987822,0.961849,1407.318564597888,605.8674356546912,12.546433417093745,0.5746107991595011,449,"RF
    mse            : 51.853212
    r2             : 0.998350","LR
    mse            : 382.691587
    r2             : 0.987822","RIDGE
    mse            : 383.827419
    r2             : 0.987786","LASSO
    mse            : 393.094878
    r2             : 0.987491","KNN
    mse            : 1830.806743
    r2             : 0.941741","GB
    mse            : 81.657181
    r2             : 0.997402"
Demandclean_v8,bike,2848.52,0.0,-0.0283431952662721,70.58577232370533,-0.2934753181120837,,,0.929398,0.663230,0.961849,1825.2803032229551,1825.2803032229551,25.4989040055832,-0.0,0,"RF
    mse            : 1367.074771
    r2             : 0.956828","LR
    mse            : 10663.949812
    r2             : 0.663230","RIDGE
    mse            : 10665.716568
    r2             : 0.663175","LASSO
    mse            : 10653.582294
    r2             : 0.663558","KNN
    mse            : 5885.947089
    r2             : 0.814121","GB
    mse            : 1752.622787
    r2             : 0.944652"
activeclean,bike,1.42,0.005521267429797261,0.32708333333333334,962248.997106825,0.0027682759107098775,262.6278301899936,1.0,0.929398,0.867907,0.961849,1893.6744636584299,1854.5687237036764,25.380490126136884,0.02093125627377483,500,"RF
    mse            : 96.111610
    r2             : 0.996942","LR
    mse            : 4151.035421
    r2             : 0.867907","RIDGE
    mse            : 4152.514222
    r2             : 0.867860","LASSO
    mse            : 4213.534583
    r2             : 0.865919","KNN
    mse            : 2171.164568
    r2             : 0.930910","GB
    mse            : 176.710171
    r2             : 0.994377"
boostclean,bike,2.35,0,0,1009901.3487703609,0.0,269.0508622941863,1.0,0.929398,0.859707,0.961849,1893.6744636584299,1893.6744636584299,25.380490126136884,-0.0,17379,"RF
    mse            : 116.532562
    r2             : 0.996292","LR
    mse            : 4408.729067
    r2             : 0.859707","RIDGE
    mse            : 4410.159619
    r2             : 0.859662","LASSO
    mse            : 4472.293210
    r2             : 0.857684","KNN
    mse            : 2218.687020
    r2             : 0.929398","GB
    mse            : 186.166808
    r2             : 0.994076"
ctxpipe,bike,N/A,0,0,1009901.3487703609,0.0,269.0508622941863,1.0,0.929398,0.859707,0.961849,1893.6744636584299,1893.6744636584299,25.380490126136884,-0.0,0,"RF
    mse            : 116.532562
    r2             : 0.996292","LR
    mse            : 4408.729067
    r2             : 0.859707","RIDGE
    mse            : 4410.159619
    r2             : 0.859662","LASSO
    mse            : 4472.293210
    r2             : 0.857684","KNN
    mse            : 2218.687020
    r2             : 0.929398","GB
    mse            : 186.166808
    r2             : 0.994076"
deleteall,bike,0.17,0,0,1009901.3487703609,0.0,269.0508622941863,1.0,0.929398,0.859707,0.961849,1893.6744636584299,1893.6744636584299,25.380490126136884,-0.0,0,"RF
    mse            : 116.532562
    r2             : 0.996292","LR
    mse            : 4408.729067
    r2             : 0.859707","RIDGE
    mse            : 4410.159619
    r2             : 0.859662","LASSO
    mse            : 4472.293210
    r2             : 0.857684","KNN
    mse            : 2218.687020
    r2             : 0.929398","GB
    mse            : 186.166808
    r2             : 0.994076"
donothing,bike,0.15,0,0,1009901.3487703609,0.0,269.0508622941863,1.0,0.929398,0.859707,0.961849,1893.6744636584299,1893.6744636584299,25.380490126136884,-0.0,0,"RF
    mse            : 116.532562
    r2             : 0.996292","LR
    mse            : 4408.729067
    r2             : 0.859707","RIDGE
    mse            : 4410.159619
    r2             : 0.859662","LASSO
    mse            : 4472.293210
    r2             : 0.857684","KNN
    mse            : 2218.687020
    r2             : 0.929398","GB
    mse            : 186.166808
    r2             : 0.994076"
holoclean,bike,2964.96,0,0.0,1009882.1833371444,0.0,268.8322736941889,1.0,0.929398,0.859848,0.961849,1893.6744636584299,1918.2674748338286,25.380490126136884,-0.013163351979828902,0,"RF
    mse            : 116.597635
    r2             : 0.996290","LR
    mse            : 4404.293064
    r2             : 0.859848","RIDGE
    mse            : 4405.894751
    r2             : 0.859797","LASSO
    mse            : 4466.944672
    r2             : 0.857855","KNN
    mse            : 2192.153959
    r2             : 0.930242","GB
    mse            : 183.403855
    r2             : 0.994164"
horizon,bike,141.42,0,0.0,1010075.5817908464,0.0,270.56267653391154,1.0,0.929398,0.862586,0.961849,1893.6744636584299,1864.7854131257743,25.380490126136884,0.015462797044747966,0,"RF
    mse            : 130.170948
    r2             : 0.995858","LR
    mse            : 4318.251316
    r2             : 0.862586","RIDGE
    mse            : 4318.955639
    r2             : 0.862564","LASSO
    mse            : 4394.969933
    r2             : 0.860145","KNN
    mse            : 2620.377756
    r2             : 0.916615","GB
    mse            : 193.002853
    r2             : 0.993858"
lopster,bike,236.12,0.616390110254314,0.2503809470060387,1008722.2891101332,0.23467750467256762,259.36813042547607,1.0,0.929398,0.997406,0.961849,1893.6744636584299,952.144071624189,25.380490126136884,0.5039519504813983,17379,"RF
    mse            : 1139.522017
    r2             : 0.963739","LR
    mse            : 81.523234
    r2             : 0.997406","RIDGE
    mse            : 77.451829
    r2             : 0.997535","LASSO
    mse            : 50.119927
    r2             : 0.998405","KNN
    mse            : 2321.145316
    r2             : 0.926137","GB
    mse            : 949.328439
    r2             : 0.969791"
mlimputer,bike,1.56,0,0,1009901.3487703609,-0.09192615579927355,269.0508622941863,1.0,0.929398,0.859707,0.961849,1893.6744636584299,1893.6744636584299,25.380490126136884,-0.0,0,"RF
    mse            : 116.532562
    r2             : 0.996292","LR
    mse            : 4408.729067
    r2             : 0.859707","RIDGE
    mse            : 4410.159619
    r2             : 0.859662","LASSO
    mse            : 4472.293210
    r2             : 0.857684","KNN
    mse            : 2218.687020
    r2             : 0.929398","GB
    mse            : 186.166808
    r2             : 0.994076"
raha_baran,bike,71773.81,0.29648064692122,0.6814409323680028,1190598.6962090966,0.17010790986352575,284.0553663609149,1.0,0.929398,0.928416,0.961849,1893.6744636584299,2036.138103614448,25.380490126136884,-0.07625333163531488,20,"RF
    mse            : 82.358887
    r2             : 0.997379","LR
    mse            : 2249.536239
    r2             : 0.928416","RIDGE
    mse            : 2247.780519
    r2             : 0.928472","LASSO
    mse            : 2280.490501
    r2             : 0.927431","KNN
    mse            : 2069.599148
    r2             : 0.934142","GB
    mse            : 212.994203
    r2             : 0.993222"
repairall,bike,4.14,1.0,1.0,0.0,1.0,0.0,1.0,0.929398,1.000000,0.961849,1893.6744636584299,25.380490126136884,25.380490126136884,1.0,189097,"RF
    mse            : 7.096162
    r2             : 0.999774","LR
    mse            : 0.000000
    r2             : 1.000000","RIDGE
    mse            : 0.001408
    r2             : 1.000000","LASSO
    mse            : 2.311284
    r2             : 0.999926","KNN
    mse            : 1198.890219
    r2             : 0.961849","GB
    mse            : 23.971156
    r2             : 0.999237"
simpleimputer,bike,0.21,0,0,1009901.3487703609,-0.09192615579927355,269.0508622941863,1.0,0.929398,0.859707,0.961849,1893.6744636584299,1893.6744636584299,25.380490126136884,-0.0,0,"RF
    mse            : 116.532562
    r2             : 0.996292","LR
    mse            : 4408.729067
    r2             : 0.859707","RIDGE
    mse            : 4410.159619
    r2             : 0.859662","LASSO
    mse            : 4472.293210
    r2             : 0.857684","KNN
    mse            : 2218.687020
    r2             : 0.929398","GB
    mse            : 186.166808
    r2             : 0.994076"
uniclean,bike,16700.41,0,-1.5065741944805664,1009788.2371161368,-0.09192615579927355,267.2191131036906,1.0,0.929398,0.861370,0.961849,1893.6744636584299,1908.7504712370537,25.380490126136884,-0.008069397959958279,0,"RF
    mse            : 114.794485
    r2             : 0.996347","LR
    mse            : 4356.489114
    r2             : 0.861370","RIDGE
    mse            : 4357.880790
    r2             : 0.861325","LASSO
    mse            : 4425.045322
    r2             : 0.859188","KNN
    mse            : 2165.018654
    r2             : 0.931106","GB
    mse            : 186.691663
    r2             : 0.994059"
Demandclean_ngt,breast_cancer,43.82,0.2103559870050418,0.1157024793388429,0.1003966876197342,0.0031645569620253,,,0.964286,0.985714,0.985714,0.9450659781985082,0.9660299735527476,0.9569994262765348,1.7567424953095676,0,"RF
    accuracy       : 0.978571
    f1             : 0.978312
    precision      : 0.979196
    recall         : 0.978571","LR
    accuracy       : 0.985714
    f1             : 0.985602
    precision      : 0.985994
    recall         : 0.985714","SVM
    accuracy       : 0.971429
    f1             : 0.971429
    precision      : 0.971429
    recall         : 0.971429","KNN
    accuracy       : 0.992857
    f1             : 0.992830
    precision      : 0.992928
    recall         : 0.992857","DT
    accuracy       : 0.950000
    f1             : 0.950183
    precision      : 0.950480
    recall         : 0.950000","GB
    accuracy       : 0.978571
    f1             : 0.978650
    precision      : 0.978848
    recall         : 0.978571"
Demandclean_v3,breast_cancer,108.38,0.4360360359874399,0.2620967741935484,0.2055841469183638,0.3611111111111111,,,0.964286,0.964286,0.985714,0.9164371772805509,0.9474182444061962,0.9546184738955824,0.8114199849737033,104,"RF
    accuracy       : 1.000000
    f1             : 1.000000
    precision      : 1.000000
    recall         : 1.000000","LR
    accuracy       : 0.964286
    f1             : 0.964786
    precision      : 0.967980
    recall         : 0.964286","SVM
    accuracy       : 0.988095
    f1             : 0.988156
    precision      : 0.988536
    recall         : 0.988095","KNN
    accuracy       : 0.976190
    f1             : 0.976190
    precision      : 0.976190
    recall         : 0.976190","DT
    accuracy       : 0.964286
    f1             : 0.963643
    precision      : 0.966042
    recall         : 0.964286","GB
    accuracy       : 1.000000
    f1             : 1.000000
    precision      : 1.000000
    recall         : 1.000000"
Demandclean_v5,breast_cancer,88.11,0.3130434782113696,0.1767676767676767,0.1038861033404959,0.1739130434782608,,,0.964286,0.985714,0.985714,0.9450659781985082,0.9692097026604068,0.9569994262765348,2.0231976796677467,41,"RF
    accuracy       : 0.992857
    f1             : 0.992830
    precision      : 0.992928
    recall         : 0.992857","LR
    accuracy       : 0.985714
    f1             : 0.985714
    precision      : 0.985714
    recall         : 0.985714","SVM
    accuracy       : 0.992857
    f1             : 0.992830
    precision      : 0.992928
    recall         : 0.992857","KNN
    accuracy       : 0.992857
    f1             : 0.992830
    precision      : 0.992928
    recall         : 0.992857","DT
    accuracy       : 0.985714
    f1             : 0.985714
    precision      : 0.985714
    recall         : 0.985714","GB
    accuracy       : 0.992857
    f1             : 0.992830
    precision      : 0.992928
    recall         : 0.992857"
Demandclean_v6,breast_cancer,146.02,0.0045095828152324,-0.1679197994987468,0.2581161836073788,-0.2614503816793893,,,0.964286,0.9,0.985714,0.9170811921891058,0.927081192189106,0.9556731757451182,0.2591211717709772,1,"RF
    accuracy       : 0.957143
    f1             : 0.957381
    precision      : 0.958051
    recall         : 0.957143","LR
    accuracy       : 0.900000
    f1             : 0.897959
    precision      : 0.899848
    recall         : 0.900000","SVM
    accuracy       : 0.942857
    f1             : 0.943174
    precision      : 0.943916
    recall         : 0.942857","KNN
    accuracy       : 0.900000
    f1             : 0.898705
    precision      : 0.899113
    recall         : 0.900000","DT
    accuracy       : 0.885714
    f1             : 0.885011
    precision      : 0.884714
    recall         : 0.885714","GB
    accuracy       : 0.964286
    f1             : 0.964387
    precision      : 0.964600
    recall         : 0.964286"
Demandclean_v7,breast_cancer,20.21,0.0708133970916149,-0.5639097744360902,0.3483095931919366,-2.066793893129771,,,0.964286,0.971429,0.985714,0.9170811921891058,0.9584994861253854,0.9556731757451182,1.0732356857523284,0,"RF
    accuracy       : 0.971429
    f1             : 0.971587
    precision      : 0.972187
    recall         : 0.971429","LR
    accuracy       : 0.971429
    f1             : 0.971429
    precision      : 0.971429
    recall         : 0.971429","SVM
    accuracy       : 0.978571
    f1             : 0.978632
    precision      : 0.978806
    recall         : 0.978571","KNN
    accuracy       : 0.985714
    f1             : 0.985714
    precision      : 0.985714
    recall         : 0.985714","DT
    accuracy       : 0.928571
    f1             : 0.928571
    precision      : 0.928571
    recall         : 0.928571","GB
    accuracy       : 0.964286
    f1             : 0.964575
    precision      : 0.965839
    recall         : 0.964286"
Demandclean_v8,breast_cancer,20.6,0.0,-0.5714285714285714,0.3486201534044543,-2.0286259541984735,,,0.964286,0.942857,0.985714,0.9170811921891058,0.9356526207605343,0.9556731757451182,0.4812250332889494,0,"RF
    accuracy       : 0.964286
    f1             : 0.964179
    precision      : 0.964184
    recall         : 0.964286","LR
    accuracy       : 0.942857
    f1             : 0.942117
    precision      : 0.943195
    recall         : 0.942857","SVM
    accuracy       : 0.935714
    f1             : 0.935897
    precision      : 0.936187
    recall         : 0.935714","KNN
    accuracy       : 0.942857
    f1             : 0.943174
    precision      : 0.943916
    recall         : 0.942857","DT
    accuracy       : 0.921429
    f1             : 0.920685
    precision      : 0.920918
    recall         : 0.921429","GB
    accuracy       : 0.935714
    f1             : 0.935521
    precision      : 0.935437
    recall         : 0.935714"
activeclean,breast_cancer,0.91,0.8372093023255813,1.0,4.3525590029169985,0.72,2.1579519034490984,0.8163265306122449,0.964286,0.971429,0.985714,0.9385097636176774,0.9513977389516958,0.9642754367934223,0.5001994415636218,500,"RF
    accuracy       : 0.978571
    f1             : 0.978312
    precision      : 0.979196
    recall         : 0.978571","LR
    accuracy       : 0.971429
    f1             : 0.970957
    precision      : 0.972527
    recall         : 0.971429","SVM
    accuracy       : 0.971429
    f1             : 0.971204
    precision      : 0.971473
    recall         : 0.971429","KNN
    accuracy       : 0.978571
    f1             : 0.978312
    precision      : 0.979196
    recall         : 0.978571","DT
    accuracy       : 0.935714
    f1             : 0.934937
    precision      : 0.935225
    recall         : 0.935714","GB
    accuracy       : 0.971429
    f1             : 0.970957
    precision      : 0.972527
    recall         : 0.971429"
boostclean,breast_cancer,0.06,0,0,16.9893927340228,0.0,5.062536822035007,0.0,0.964286,0.964286,0.985714,0.9385097636176774,0.9385097636176774,0.9642754367934223,0.0,699,"RF
    accuracy       : 0.992857
    f1             : 0.992883
    precision      : 0.993031
    recall         : 0.992857","LR
    accuracy       : 0.964286
    f1             : 0.963531
    precision      : 0.965986
    recall         : 0.964286","SVM
    accuracy       : 0.978571
    f1             : 0.978312
    precision      : 0.979196
    recall         : 0.978571","KNN
    accuracy       : 0.985714
    f1             : 0.985602
    precision      : 0.985994
    recall         : 0.985714","DT
    accuracy       : 0.964286
    f1             : 0.963531
    precision      : 0.965986
    recall         : 0.964286","GB
    accuracy       : 1.000000
    f1             : 1.000000
    precision      : 1.000000
    recall         : 1.000000"
ctxpipe,breast_cancer,N/A,0.8317757009345794,0.9212190914318574,16.889949615486607,0.712,5.04560862332893,0.3888888888888889,0.964286,0.964286,0.985714,0.9385097636176774,0.944224049331963,0.9642754367934223,0.22177901874750666,0,"RF
    accuracy       : 0.992857
    f1             : 0.992883
    precision      : 0.993031
    recall         : 0.992857","LR
    accuracy       : 0.964286
    f1             : 0.963531
    precision      : 0.965986
    recall         : 0.964286","SVM
    accuracy       : 0.978571
    f1             : 0.978312
    precision      : 0.979196
    recall         : 0.978571","KNN
    accuracy       : 0.985714
    f1             : 0.985602
    precision      : 0.985994
    recall         : 0.985714","DT
    accuracy       : 0.957143
    f1             : 0.956435
    precision      : 0.957723
    recall         : 0.957143","GB
    accuracy       : 1.000000
    f1             : 1.000000
    precision      : 1.000000
    recall         : 1.000000"
deleteall,breast_cancer,N/A,0.025360230547550433,-0.7506631299734748,22.346062052505964,-0.5031111111111111,6.1742057990202115,0.08178438661710037,0.964286,0.95,0.985714,0.9385097636176774,0.9354166666666666,0.9642754367934223,-0.1200472011700644,0,"RF
    accuracy       : 0.978571
    f1             : 0.978489
    precision      : 0.978530
    recall         : 0.978571","LR
    accuracy       : 0.950000
    f1             : 0.948448
    precision      : 0.953271
    recall         : 0.950000","SVM
    accuracy       : 0.978571
    f1             : 0.978312
    precision      : 0.979196
    recall         : 0.978571","KNN
    accuracy       : 0.978571
    f1             : 0.978312
    precision      : 0.979196
    recall         : 0.978571","DT
    accuracy       : 0.935714
    f1             : 0.934937
    precision      : 0.935225
    recall         : 0.935714","GB
    accuracy       : 0.985714
    f1             : 0.985602
    precision      : 0.985994
    recall         : 0.985714"
donothing,breast_cancer,N/A,0,0,16.9893927340228,0.0,5.062536822035007,0.0,0.964286,0.964286,0.985714,0.9385097636176774,0.9385097636176774,0.9642754367934223,0.0,0,"RF
    accuracy       : 0.992857
    f1             : 0.992883
    precision      : 0.993031
    recall         : 0.992857","LR
    accuracy       : 0.964286
    f1             : 0.963531
    precision      : 0.965986
    recall         : 0.964286","SVM
    accuracy       : 0.978571
    f1             : 0.978312
    precision      : 0.979196
    recall         : 0.978571","KNN
    accuracy       : 0.985714
    f1             : 0.985602
    precision      : 0.985994
    recall         : 0.985714","DT
    accuracy       : 0.964286
    f1             : 0.963531
    precision      : 0.965986
    recall         : 0.964286","GB
    accuracy       : 1.000000
    f1             : 1.000000
    precision      : 1.000000
    recall         : 1.000000"
holoclean,breast_cancer,57.56,0.007085916740478299,0.058823529411764705,16.995359321134977,0.0035555555555555557,5.067351824331504,0.43243243243243246,0.964286,0.964286,0.985714,0.9385097636176774,0.9384994861253855,0.9642754367934223,-0.0003988831272435698,0,"RF
    accuracy       : 0.992857
    f1             : 0.992883
    precision      : 0.993031
    recall         : 0.992857","LR
    accuracy       : 0.964286
    f1             : 0.963531
    precision      : 0.965986
    recall         : 0.964286","SVM
    accuracy       : 0.978571
    f1             : 0.978312
    precision      : 0.979196
    recall         : 0.978571","KNN
    accuracy       : 0.985714
    f1             : 0.985602
    precision      : 0.985994
    recall         : 0.985714","DT
    accuracy       : 0.971429
    f1             : 0.971429
    precision      : 0.971429
    recall         : 0.971429","GB
    accuracy       : 1.000000
    f1             : 1.000000
    precision      : 1.000000
    recall         : 1.000000"
horizon,breast_cancer,0.77,0,0.0,22.634314505436222,0.0,5.8559179725131125,0.0,0.964286,0.964286,0.985714,0.9385097636176774,0.9399383350462488,0.9642754367934223,0.05544475468687774,0,"RF
    accuracy       : 0.992857
    f1             : 0.992883
    precision      : 0.993031
    recall         : 0.992857","LR
    accuracy       : 0.964286
    f1             : 0.963531
    precision      : 0.965986
    recall         : 0.964286","SVM
    accuracy       : 0.978571
    f1             : 0.978312
    precision      : 0.979196
    recall         : 0.978571","KNN
    accuracy       : 0.985714
    f1             : 0.985602
    precision      : 0.985994
    recall         : 0.985714","DT
    accuracy       : 0.978571
    f1             : 0.978312
    precision      : 0.979196
    recall         : 0.978571","GB
    accuracy       : 1.000000
    f1             : 1.000000
    precision      : 1.000000
    recall         : 1.000000"
lopster,breast_cancer,28.09,0.45689054148268654,-0.038804638715432646,1.2858658180853886,-0.03866666666666667,1.3413679569485486,0.014925373134328356,0.964286,0.9,0.985714,0.9385097636176774,0.9313463514902365,0.9642754367934223,-0.27802153968887156,699,"RF
    accuracy       : 0.871429
    f1             : 0.919313
    precision      : 1.000000
    recall         : 0.871429","LR
    accuracy       : 0.900000
    f1             : 0.937420
    precision      : 0.992857
    recall         : 0.900000","SVM
    accuracy       : 0.878571
    f1             : 0.923298
    precision      : 0.992785
    recall         : 0.878571","KNN
    accuracy       : 0.892857
    f1             : 0.932251
    precision      : 0.992857
    recall         : 0.892857","DT
    accuracy       : 0.678571
    f1             : 0.804139
    precision      : 0.988571
    recall         : 0.678571","GB
    accuracy       : 0.942857
    f1             : 0.965460
    precision      : 0.992857
    recall         : 0.942857"
mlimputer,breast_cancer,0.11,0.008958566629339306,-2.852112676056338,19.586979581012994,-0.18,5.472607049392268,0.16666666666666666,0.964286,0.957143,0.985714,0.9385097636176774,0.9356526207605345,0.9642754367934223,-0.11088950937375548,0,"RF
    accuracy       : 0.992857
    f1             : 0.992830
    precision      : 0.992928
    recall         : 0.992857","LR
    accuracy       : 0.957143
    f1             : 0.956030
    precision      : 0.959569
    recall         : 0.957143","SVM
    accuracy       : 0.978571
    f1             : 0.978312
    precision      : 0.979196
    recall         : 0.978571","KNN
    accuracy       : 0.971429
    f1             : 0.970957
    precision      : 0.972527
    recall         : 0.971429","DT
    accuracy       : 0.950000
    f1             : 0.948943
    precision      : 0.951020
    recall         : 0.950000","GB
    accuracy       : 0.957143
    f1             : 0.957975
    precision      : 0.962733
    recall         : 0.957143"
raha_baran,breast_cancer,304.85,0.8636363636363636,0.8150619637750238,10.924821002386635,0.76,3.5166974794496157,0.06666666666666667,0.964286,0.971429,0.985714,0.9385097636176774,0.9356526207605345,0.9642754367934223,-0.11088950937375548,20,"RF
    accuracy       : 0.978571
    f1             : 0.978312
    precision      : 0.979196
    recall         : 0.978571","LR
    accuracy       : 0.971429
    f1             : 0.970957
    precision      : 0.972527
    recall         : 0.971429","SVM
    accuracy       : 0.985714
    f1             : 0.985602
    precision      : 0.985994
    recall         : 0.985714","KNN
    accuracy       : 0.992857
    f1             : 0.992830
    precision      : 0.992928
    recall         : 0.992857","DT
    accuracy       : 0.971429
    f1             : 0.971429
    precision      : 0.971429
    recall         : 0.971429","GB
    accuracy       : 1.000000
    f1             : 1.000000
    precision      : 1.000000
    recall         : 1.000000"
