index,age,workclass,fnlwgt,education,educational_num,marital_status,occupation,relationship,race,gender,capital_gain,capital_loss,hours_per_week,native_country,income
25297,47.0,Without-pay,162236.0,Some-college,13.0,Widowed,Transport-moving,Own-child,White,Male,0.0,0.0,40.0,Yugoslavia,1.0
40659,44.0,Self-emp-not-inc,165346.0,Some-college,14.0,Widowed,Transport-moving,Not-in-family,White,Male,0.0,0.0,40.0,Yugoslavia,0.0
36934,20.0,Self-emp-not-inc,127185.0,Some-college,10.0,Widowed,Transport-moving,Wife,White,Male,0.0,0.0,15.0,Yugoslavia,1.0
43620,36.0,Self-emp-not-inc,171676.0,Some-college,13.0,Widowed,Transport-moving,Own-child,White,Male,0.0,1741.0,40.0,Yugoslavia,1.0
24449,65.0,Self-emp-not-inc,183170.0,Some-college,9.0,Married-spouse-absent,Transport-moving,Own-child,White,Male,0.0,0.0,25.0,Yugoslavia,1.0
40404,50.0,Self-emp-not-inc,270194.0,Some-college,13.0,Widowed,Transport-moving,Not-in-family,White,Male,0.0,0.0,60.0,Yugoslavia,1.0
21718,32.0,Self-emp-not-inc,210562.0,Some-college,11.0,Married-spouse-absent,Transport-moving,Wife,White,Male,0.0,0.0,46.0,Yugoslavia,1.0
28141,30.0,Self-emp-not-inc,248588.0,Some-college,8.0,Married-spouse-absent,Transport-moving,Own-child,White,Male,0.0,0.0,40.0,Yugoslavia,1.0
38963,46.0,Self-emp-inc,207946.0,Some-college,14.0,Married-spouse-absent,Transport-moving,Wife,White,Male,0.0,0.0,43.0,Yugoslavia,1.0
40674,39.0,Self-emp-not-inc,115289.0,Some-college,12.0,Widowed,Transport-moving,Not-in-family,White,Male,0.0,0.0,40.0,Yugoslavia,0.0
34072,51.0,Without-pay,285747.0,Some-college,14.0,Widowed,Transport-moving,Not-in-family,White,Male,0.0,1977.0,60.0,Yugoslavia,0.0
20695,44.0,Self-emp-not-inc,45093.0,Some-college,9.0,Widowed,Transport-moving,Not-in-family,White,Male,0.0,0.0,70.0,Yugoslavia,1.0
15788,41.0,State-gov,32185.0,Some-college,13.0,Widowed,Transport-moving,Not-in-family,White,Male,0.0,0.0,40.0,Yugoslavia,1.0
357,49.0,Self-emp-not-inc,220618.0,Some-college,9.0,Married-spouse-absent,Machine-op-inspct,Wife,White,Male,0.0,0.0,37.0,Yugoslavia,1.0
31153,30.0,Self-emp-not-inc,168334.0,Some-college,9.0,Widowed,Transport-moving,Wife,White,Male,0.0,0.0,30.0,Yugoslavia,1.0
35799,52.0,Self-emp-not-inc,164530.0,Prof-school,7.0,Married-spouse-absent,Transport-moving,Own-child,White,Male,0.0,0.0,20.0,Yugoslavia,1.0
43833,37.0,Self-emp-not-inc,208106.0,Some-college,13.0,Widowed,Transport-moving,Own-child,White,Male,0.0,0.0,35.0,Yugoslavia,1.0
41609,23.0,Self-emp-not-inc,373628.0,Some-college,13.0,Widowed,Transport-moving,Wife,White,Male,0.0,0.0,20.0,Yugoslavia,0.0
42890,17.0,Self-emp-not-inc,160029.0,Prof-school,7.0,Widowed,Transport-moving,Wife,White,Male,0.0,0.0,22.0,Yugoslavia,1.0
40325,66.0,Self-emp-not-inc,134130.0,Some-college,13.0,Widowed,Transport-moving,Own-child,White,Male,0.0,0.0,12.0,Yugoslavia,1.0
31398,32.0,Self-emp-not-inc,101562.0,Some-college,13.0,Widowed,Transport-moving,Own-child,White,Male,0.0,0.0,45.0,Yugoslavia,1.0
9689,51.0,Self-emp-inc,227261.0,Some-college,10.0,Married-spouse-absent,Transport-moving,Wife,White,Male,0.0,0.0,40.0,Yugoslavia,1.0
18652,48.0,Self-emp-not-inc,109275.0,Some-college,10.0,Widowed,Transport-moving,Not-in-family,White,Male,0.0,0.0,40.0,Yugoslavia,1.0
2268,42.0,Self-emp-not-inc,234633.0,Prof-school,7.0,Widowed,Transport-moving,Not-in-family,White,Male,0.0,0.0,47.0,Yugoslavia,1.0
41757,30.0,Without-pay,116666.0,Some-college,14.0,Married-spouse-absent,Transport-moving,Own-child,White,Male,0.0,0.0,50.0,Yugoslavia,0.0
18500,29.0,Self-emp-not-inc,31166.0,Some-college,9.0,Married-spouse-absent,Transport-moving,Own-child,White,Male,0.0,0.0,30.0,Yugoslavia,1.0
20162,46.0,Self-emp-not-inc,191357.0,Some-college,13.0,Widowed,Transport-moving,Not-in-family,White,Male,0.0,0.0,40.0,Yugoslavia,1.0
3880,41.0,Self-emp-not-inc,144752.0,Some-college,10.0,Widowed,Transport-moving,Not-in-family,White,Male,0.0,0.0,40.0,Yugoslavia,0.0
36109,29.0,Self-emp-not-inc,90934.0,Some-college,13.0,Widowed,Transport-moving,Wife,White,Male,0.0,0.0,64.0,Yugoslavia,0.0
1746,66.0,Without-pay,252842.0,Some-college,9.0,Widowed,Transport-moving,Wife,White,Male,0.0,0.0,20.0,Yugoslavia,1.0
37554,28.0,Self-emp-not-inc,73037.00000000001,Doctorate,6.0,Widowed,Transport-moving,Wife,White,Male,0.0,0.0,30.0,Yugoslavia,1.0
6965,26.0,Self-emp-not-inc,376016.0,Some-college,9.0,Widowed,Transport-moving,Own-child,White,Male,0.0,0.0,30.0,Yugoslavia,1.0
19852,43.0,Self-emp-not-inc,316183.0,Some-college,4.000000000000001,Widowed,Transport-moving,Not-in-family,White,Male,0.0,0.0,40.0,Yugoslavia,1.0
37152,36.0,Self-emp-not-inc,225516.0,Some-college,12.0,Widowed,Transport-moving,Own-child,White,Male,10520.0,0.0,43.0,Yugoslavia,0.0
36987,17.0,Self-emp-not-inc,232713.0,Doctorate,6.0,Widowed,Transport-moving,Own-child,White,Male,594.0,0.0,30.0,Yugoslavia,1.0
43790,65.0,Self-emp-not-inc,107620.0,Prof-school,7.0,Widowed,Machine-op-inspct,Own-child,White,Male,0.0,0.0,8.0,Yugoslavia,1.0
4974,26.0,Self-emp-not-inc,206199.0,Prof-school,7.0,Widowed,Transport-moving,Own-child,White,Male,0.0,0.0,40.0,Yugoslavia,1.0
24491,29.0,Self-emp-not-inc,183627.0,Some-college,9.0,Widowed,Transport-moving,Not-in-family,White,Male,3137.0,0.0,48.0,Yugoslavia,0.0
20646,30.0,Self-emp-not-inc,188403.0,Some-college,10.0,Widowed,Transport-moving,Own-child,White,Male,0.0,0.0,40.0,Yugoslavia,1.0
43329,38.0,Self-emp-not-inc,175441.0,Some-college,9.0,Widowed,Transport-moving,Own-child,White,Male,0.0,0.0,40.0,Yugoslavia,1.0
4550,22.0,Self-emp-not-inc,53702.0,Doctorate,6.0,Widowed,Transport-moving,Not-in-family,White,Male,0.0,0.0,40.0,Yugoslavia,1.0
26585,34.0,Self-emp-not-inc,201122.0,Some-college,10.0,Widowed,Transport-moving,Not-in-family,White,Male,0.0,0.0,48.0,Yugoslavia,0.0
7978,27.0,Self-emp-not-inc,153288.0,Some-college,10.0,Widowed,Transport-moving,Not-in-family,White,Male,0.0,0.0,40.0,Yugoslavia,1.0
31461,50.0,Self-emp-not-inc,321770.0,Some-college,9.0,Married-spouse-absent,Machine-op-inspct,Own-child,White,Male,0.0,0.0,40.0,Yugoslavia,1.0
8208,24.0,Self-emp-not-inc,140500.0,Doctorate,6.0,Widowed,Transport-moving,Wife,White,Male,0.0,0.0,40.0,Yugoslavia,1.0
26907,51.0,Self-emp-not-inc,133336.0,Some-college,9.0,Widowed,Transport-moving,Not-in-family,White,Male,0.0,0.0,40.0,Yugoslavia,0.0
18803,39.0,Self-emp-not-inc,187046.0,Some-college,9.0,Widowed,Transport-moving,Not-in-family,White,Male,4064.0,0.0,38.0,Yugoslavia,1.0
2489,58.0,Self-emp-inc,185072.0,Some-college,13.0,Widowed,Transport-moving,Wife,White,Male,0.0,0.0,40.0,Yugoslavia,0.0
11604,56.0,Self-emp-not-inc,147653.0,Some-college,10.0,Widowed,Transport-moving,Wife,White,Male,0.0,0.0,50.0,Yugoslavia,1.0
22197,43.0,Self-emp-not-inc,350661.0,Some-college,15.0,Widowed,Transport-moving,Own-child,White,Male,0.0,0.0,50.0,Yugoslavia,0.0
30316,54.0,Without-pay,83311.0,Some-college,15.0,Widowed,Transport-moving,Not-in-family,White,Male,0.0,0.0,30.0,Yugoslavia,0.0
17490,43.0,Self-emp-not-inc,96102.0,Some-college,14.0,Widowed,Transport-moving,Own-child,White,Male,0.0,0.0,50.0,Yugoslavia,1.0
37284,60.0,Without-pay,313946.0,Some-college,9.0,Widowed,Transport-moving,Not-in-family,White,Male,0.0,0.0,40.0,Yugoslavia,1.0
30801,20.0,Self-emp-not-inc,157894.0,Some-college,10.0,Widowed,Transport-moving,Wife,White,Male,0.0,0.0,20.0,Yugoslavia,1.0
28666,51.0,Self-emp-not-inc,204447.0,Some-college,10.0,Widowed,Transport-moving,Not-in-family,White,Male,0.0,0.0,45.0,Yugoslavia,0.0
19089,34.0,Self-emp-not-inc,82622.99999999999,Some-college,9.0,Widowed,Transport-moving,Not-in-family,White,Male,0.0,0.0,20.0,Yugoslavia,1.0
24716,51.0,Private,237819.0,Some-college,13.0,Widowed,Transport-moving,Not-in-family,White,Male,0.0,0.0,50.0,Yugoslavia,0.0
41380,40.0,Self-emp-not-inc,188465.0,Some-college,9.0,Married-spouse-absent,Transport-moving,Own-child,White,Male,0.0,0.0,35.0,Yugoslavia,1.0
19818,38.0,Self-emp-not-inc,146091.0,Some-college,16.0,Widowed,Transport-moving,Wife,White,Male,99999.0,0.0,36.0,Yugoslavia,0.0
23790,44.0,Without-pay,208277.0,Some-college,9.0,Widowed,Transport-moving,Wife,White,Male,0.0,0.0,45.0,Yugoslavia,1.0
41238,44.0,Self-emp-not-inc,116358.0,Some-college,13.0,Widowed,Transport-moving,Not-in-family,White,Male,0.0,0.0,40.0,Yugoslavia,0.0
38136,35.0,Without-pay,60269.0,Some-college,9.0,Widowed,Transport-moving,Not-in-family,White,Male,0.0,0.0,60.0,Yugoslavia,1.0
43411,42.0,Self-emp-inc,29075.0,Some-college,12.0,Widowed,Transport-moving,Wife,White,Male,0.0,0.0,40.0,Yugoslavia,1.0
219,42.0,Self-emp-not-inc,227968.0,Some-college,9.0,Widowed,Transport-moving,Wife,White,Male,0.0,0.0,28.0,Yugoslavia,1.0
27192,46.0,Self-emp-inc,183168.0,Some-college,13.0,Married-spouse-absent,Transport-moving,Wife,White,Male,0.0,0.0,43.0,Yugoslavia,1.0
14903,18.0,Without-pay,427515.0,Some-college,9.0,Widowed,Machine-op-inspct,Wife,White,Male,0.0,0.0,20.0,Yugoslavia,1.0
33664,43.0,Self-emp-not-inc,163455.0,Some-college,9.0,Widowed,Transport-moving,Not-in-family,White,Male,0.0,0.0,40.0,Yugoslavia,0.0
33810,40.0,Self-emp-not-inc,137304.0,Some-college,13.0,Married-spouse-absent,Machine-op-inspct,Own-child,White,Male,0.0,0.0,40.0,Yugoslavia,1.0
2656,45.0,Self-emp-not-inc,54098.0,Some-college,9.0,Widowed,Transport-moving,Not-in-family,White,Male,0.0,0.0,45.0,Yugoslavia,0.0
44367,29.0,Self-emp-not-inc,261725.0,Some-college,13.0,Widowed,Machine-op-inspct,Own-child,White,Male,0.0,0.0,35.0,Yugoslavia,1.0
40923,20.0,Self-emp-not-inc,226978.0,Some-college,9.0,Widowed,Transport-moving,Wife,White,Male,0.0,0.0,35.0,Yugoslavia,1.0
20509,52.0,Self-emp-not-inc,218550.0,Some-college,10.0,Widowed,Machine-op-inspct,Own-child,White,Male,14084.0,0.0,16.000000000000004,Yugoslavia,0.0
12863,23.0,Self-emp-not-inc,37894.0,Some-college,9.0,Widowed,Transport-moving,Wife,White,Male,0.0,0.0,40.0,Yugoslavia,1.0
27848,42.0,Without-pay,195897.0,Some-college,9.0,Widowed,Transport-moving,Not-in-family,White,Male,0.0,0.0,40.0,Yugoslavia,1.0
22488,55.0,Self-emp-not-inc,259532.0,Some-college,4.000000000000001,Widowed,Transport-moving,Not-in-family,White,Male,0.0,0.0,50.0,Yugoslavia,0.0
4452,33.0,Self-emp-not-inc,186993.0,Some-college,13.0,Widowed,Transport-moving,Not-in-family,White,Male,0.0,0.0,51.0,Yugoslavia,1.0
33824,55.0,Without-pay,147098.0,Some-college,5.0,Widowed,Transport-moving,Not-in-family,White,Male,0.0,0.0,50.0,Yugoslavia,0.0
42012,45.0,Self-emp-not-inc,98475.0,Some-college,13.0,Married-spouse-absent,Transport-moving,Own-child,White,Male,0.0,0.0,45.0,Yugoslavia,1.0
33851,39.0,Self-emp-inc,170382.0,Some-college,14.0,Widowed,Transport-moving,Wife,White,Male,0.0,0.0,50.0,Yugoslavia,0.0
43940,31.0,Self-emp-not-inc,157886.0,Some-college,10.0,Widowed,Transport-moving,Wife,White,Male,0.0,0.0,40.0,Yugoslavia,1.0
26080,44.0,Self-emp-not-inc,257758.0,Some-college,16.0,Widowed,Transport-moving,Not-in-family,White,Male,0.0,0.0,40.0,Yugoslavia,0.0
17764,17.0,Self-emp-inc,182070.0,Prof-school,7.0,Widowed,Transport-moving,Wife,White,Male,0.0,0.0,16.000000000000004,Yugoslavia,1.0
5181,26.0,Self-emp-not-inc,31558.0,Some-college,13.0,Widowed,Transport-moving,Not-in-family,White,Male,0.0,0.0,90.0,Yugoslavia,0.0
42262,18.0,Private,280728.0,Some-college,10.0,Widowed,Transport-moving,Wife,White,Male,0.0,0.0,32.0,Yugoslavia,1.0
32761,25.0,Self-emp-not-inc,190418.0,Some-college,10.0,Widowed,Transport-moving,Wife,White,Male,0.0,0.0,30.0,Yugoslavia,0.0
33944,47.0,Self-emp-not-inc,191978.0,Some-college,10.0,Widowed,Transport-moving,Not-in-family,White,Male,0.0,0.0,40.0,Yugoslavia,0.0
31235,33.0,Self-emp-not-inc,122116.0,Some-college,9.0,Widowed,Transport-moving,Not-in-family,White,Male,0.0,0.0,45.0,Yugoslavia,1.0
39233,59.0,Self-emp-not-inc,167963.0,Some-college,9.0,Widowed,Machine-op-inspct,Wife,White,Male,0.0,0.0,40.0,Yugoslavia,1.0
25296,45.0,State-gov,106517.0,Some-college,9.0,Married-spouse-absent,Transport-moving,Own-child,White,Male,0.0,0.0,40.0,Yugoslavia,1.0
4100,26.0,Self-emp-not-inc,63234.0,Some-college,13.0,Widowed,Transport-moving,Wife,White,Male,4508.0,0.0,12.0,Yugoslavia,1.0
39442,36.0,Without-pay,110964.0,Some-college,13.0,Widowed,Transport-moving,Wife,White,Male,0.0,1672.0,38.0,Yugoslavia,1.0
7132,17.0,Self-emp-inc,161955.0,Prof-school,7.0,Widowed,Machine-op-inspct,Wife,White,Male,0.0,0.0,30.0,Yugoslavia,1.0
20033,34.0,Self-emp-not-inc,181091.0,Some-college,13.0,Widowed,Transport-moving,Not-in-family,White,Male,0.0,1977.0,45.0,Yugoslavia,0.0
21319,23.0,Self-emp-not-inc,179423.0,Some-college,13.0,Widowed,Machine-op-inspct,Own-child,White,Male,0.0,0.0,5.0,Yugoslavia,1.0
32596,54.0,Self-emp-inc,129972.0,Some-college,11.0,Widowed,Transport-moving,Not-in-family,White,Male,0.0,0.0,38.0,Yugoslavia,0.0
7729,36.0,Self-emp-not-inc,122493.0,Some-college,9.0,Widowed,Transport-moving,Not-in-family,White,Male,0.0,0.0,40.0,Yugoslavia,1.0
7005,29.0,Self-emp-not-inc,155256.0,Some-college,13.0,Widowed,Transport-moving,Own-child,White,Male,0.0,0.0,40.0,Yugoslavia,1.0
4768,21.0,Self-emp-not-inc,37783.0,Some-college,10.0,Widowed,Transport-moving,Own-child,White,Male,0.0,0.0,38.0,Yugoslavia,1.0
5946,17.0,Self-emp-not-inc,197186.0,Doctorate,6.0,Widowed,Transport-moving,Wife,White,Male,0.0,0.0,24.0,Yugoslavia,1.0
5588,21.0,Self-emp-not-inc,449101.0,Some-college,9.0,Widowed,Transport-moving,Own-child,White,Male,0.0,0.0,40.0,Yugoslavia,1.0
33547,56.0,Without-pay,39380.0,Some-college,10.0,Widowed,Transport-moving,Own-child,White,Male,27828.0,0.0,20.0,Yugoslavia,0.0
18824,21.0,Self-emp-not-inc,177125.0,Some-college,10.0,Widowed,Transport-moving,Own-child,White,Male,0.0,0.0,20.0,Yugoslavia,1.0
28963,25.0,Self-emp-not-inc,458549.0,Some-college,2.0,Widowed,Transport-moving,Not-in-family,White,Male,0.0,0.0,96.0,Yugoslavia,1.0
34922,54.0,Without-pay,103179.0,Some-college,9.0,Widowed,Transport-moving,Not-in-family,White,Male,0.0,0.0,60.0,Yugoslavia,0.0
5020,28.0,Self-emp-not-inc,115677.0,Some-college,10.0,Widowed,Transport-moving,Not-in-family,White,Male,0.0,1902.0,40.0,Yugoslavia,0.0
21368,58.0,Self-emp-not-inc,213975.0,Some-college,11.0,Widowed,Transport-moving,Own-child,White,Male,0.0,0.0,40.0,Yugoslavia,1.0
40429,47.0,Self-emp-not-inc,423222.0,Some-college,15.0,Widowed,Transport-moving,Not-in-family,White,Male,0.0,0.0,45.0,Yugoslavia,0.0
31906,41.0,Without-pay,176663.0,Some-college,9.0,Widowed,Machine-op-inspct,Wife,White,Male,0.0,0.0,40.0,Yugoslavia,1.0
23135,30.0,Self-emp-not-inc,132601.0,Some-college,13.0,Widowed,Transport-moving,Not-in-family,White,Male,99999.0,0.0,50.0,Yugoslavia,0.0
30725,36.0,Self-emp-not-inc,182074.0,Some-college,9.0,Widowed,Transport-moving,Wife,White,Male,0.0,0.0,40.0,Yugoslavia,1.0
4335,59.0,Self-emp-inc,251890.0,Doctorate,6.0,Widowed,Transport-moving,Own-child,White,Male,0.0,0.0,25.0,Yugoslavia,1.0
38622,41.0,Without-pay,157686.0,Some-college,10.0,Widowed,Transport-moving,Not-in-family,White,Male,0.0,0.0,40.0,Yugoslavia,0.0
21934,17.0,Self-emp-not-inc,110798.0,Prof-school,7.0,Widowed,Transport-moving,Wife,White,Male,0.0,0.0,20.0,Yugoslavia,1.0
15397,43.0,Self-emp-not-inc,174575.0,Some-college,13.0,Married-spouse-absent,Transport-moving,Own-child,White,Male,0.0,1564.0,45.0,Yugoslavia,0.0
15905,67.0,State-gov,76860.0,Some-college,9.0,Widowed,Transport-moving,Not-in-family,White,Male,0.0,0.0,40.0,Yugoslavia,0.0
9454,35.0,Self-emp-not-inc,193815.0,Some-college,13.0,Widowed,Transport-moving,Not-in-family,White,Male,0.0,1977.0,48.0,Yugoslavia,0.0
38981,64.0,Self-emp-not-inc,169482.0,Some-college,10.0,Widowed,Transport-moving,Wife,White,Male,0.0,0.0,40.0,Yugoslavia,1.0
8674,51.0,Self-emp-not-inc,103803.0,Some-college,9.0,Widowed,Transport-moving,Not-in-family,White,Male,0.0,0.0,50.0,Yugoslavia,1.0
8461,23.0,Self-emp-not-inc,307267.0,Some-college,14.0,Widowed,Transport-moving,Own-child,White,Male,0.0,0.0,10.0,Yugoslavia,0.0
17678,37.0,Self-emp-not-inc,545483.0,Some-college,12.0,Widowed,Transport-moving,Not-in-family,White,Male,0.0,0.0,40.0,Yugoslavia,1.0
669,42.0,Self-emp-not-inc,204729.0,Some-college,11.0,Widowed,Transport-moving,Wife,White,Male,0.0,0.0,25.0,Yugoslavia,1.0
13940,30.0,Self-emp-not-inc,315640.0,Some-college,14.0,Widowed,Transport-moving,Own-child,White,Male,0.0,0.0,45.0,Yugoslavia,0.0
27025,51.0,Self-emp-not-inc,115025.0,Some-college,9.0,Widowed,Transport-moving,Not-in-family,White,Male,0.0,0.0,40.0,Yugoslavia,1.0
28559,55.0,Self-emp-not-inc,197399.0,Some-college,14.0,Widowed,Transport-moving,Not-in-family,White,Male,99999.0,0.0,55.0,Yugoslavia,0.0
15228,44.0,Self-emp-inc,181344.0,Some-college,10.0,Widowed,Transport-moving,Not-in-family,White,Male,0.0,0.0,38.0,Yugoslavia,0.0
36211,35.0,Without-pay,94529.0,Some-college,9.0,Married-spouse-absent,Transport-moving,Wife,White,Male,0.0,0.0,40.0,Yugoslavia,0.0
10131,26.0,Without-pay,208117.0,Some-college,13.0,Widowed,Transport-moving,Wife,White,Male,0.0,0.0,38.0,Yugoslavia,1.0
813,58.0,Self-emp-not-inc,31532.0,Some-college,13.0,Widowed,Transport-moving,Not-in-family,White,Male,0.0,0.0,40.0,Yugoslavia,0.0
33604,41.0,Self-emp-not-inc,95168.0,Some-college,9.0,Widowed,Transport-moving,Wife,White,Male,0.0,0.0,40.0,Yugoslavia,1.0
17844,60.0,Self-emp-not-inc,175273.0,Some-college,9.0,Widowed,Transport-moving,Wife,White,Male,0.0,0.0,40.0,Yugoslavia,1.0
35286,46.0,Self-emp-not-inc,201699.0,Some-college,9.0,Widowed,Transport-moving,Not-in-family,White,Male,0.0,0.0,40.0,Yugoslavia,0.0
31507,60.0,Self-emp-not-inc,24872.0,Some-college,10.0,Widowed,Transport-moving,Own-child,White,Male,0.0,0.0,30.0,Yugoslavia,1.0
14682,47.0,Self-emp-not-inc,311395.0,Some-college,10.0,Married-spouse-absent,Transport-moving,Own-child,White,Male,0.0,0.0,40.0,Yugoslavia,1.0
2102,56.0,Self-emp-not-inc,364899.0,Some-college,16.0,Widowed,Transport-moving,Not-in-family,White,Male,7688.0,0.0,65.0,Yugoslavia,0.0
41164,39.0,Without-pay,188335.0,Some-college,9.0,Widowed,Transport-moving,Not-in-family,White,Male,0.0,0.0,40.0,Yugoslavia,1.0
11404,40.0,Self-emp-not-inc,179069.0,Some-college,13.0,Widowed,Transport-moving,Own-child,White,Male,0.0,0.0,30.0,Yugoslavia,1.0
9422,88.0,Without-pay,141646.0,Some-college,4.000000000000001,Widowed,Transport-moving,Own-child,White,Male,0.0,0.0,5.0,Yugoslavia,1.0
28977,37.0,Self-emp-not-inc,210438.0,Prof-school,7.0,Widowed,Transport-moving,Own-child,White,Male,0.0,0.0,40.0,Yugoslavia,1.0
23238,37.0,Self-emp-not-inc,186934.0,Some-college,9.0,Widowed,Transport-moving,Not-in-family,White,Male,15024.0,0.0,60.0,Yugoslavia,0.0
43966,31.0,Self-emp-not-inc,128567.0,Some-college,9.0,Widowed,Transport-moving,Not-in-family,White,Male,0.0,0.0,40.0,Yugoslavia,1.0
9440,25.0,Self-emp-not-inc,67222.00000000001,Some-college,10.0,Widowed,Transport-moving,Own-child,White,Male,0.0,0.0,40.0,Yugoslavia,1.0
5738,52.0,Self-emp-not-inc,190333.0,Doctorate,6.0,Widowed,Transport-moving,Not-in-family,White,Male,0.0,0.0,50.0,Yugoslavia,1.0
26732,44.0,Self-emp-not-inc,162184.0,Some-college,10.0,Widowed,Machine-op-inspct,Wife,White,Male,0.0,0.0,40.0,Yugoslavia,1.0
36627,29.0,Self-emp-not-inc,326330.0,Some-college,10.0,Married-spouse-absent,Transport-moving,Wife,White,Male,1831.0,0.0,40.0,Yugoslavia,1.0
11580,30.0,Self-emp-not-inc,315203.0,Some-college,4.000000000000001,Widowed,Transport-moving,Own-child,White,Male,0.0,0.0,30.0,Yugoslavia,1.0
6252,26.0,Self-emp-not-inc,174267.0,Some-college,10.0,Widowed,Transport-moving,Own-child,White,Male,0.0,0.0,64.0,Yugoslavia,1.0
4070,46.0,Self-emp-inc,301124.0,Some-college,14.0,Widowed,Transport-moving,Own-child,White,Male,0.0,1564.0,45.0,Yugoslavia,0.0
5636,38.0,Self-emp-not-inc,162551.0,Some-college,9.0,Widowed,Transport-moving,Own-child,White,Male,0.0,0.0,35.0,Yugoslavia,1.0
41554,52.0,Self-emp-not-inc,203392.0,Some-college,10.0,Widowed,Transport-moving,Not-in-family,White,Male,5013.0,0.0,40.0,Yugoslavia,1.0
11889,18.0,Without-pay,391257.0,Some-college,10.0,Widowed,Machine-op-inspct,Own-child,White,Male,0.0,0.0,16.000000000000004,Yugoslavia,1.0
37811,34.0,Self-emp-not-inc,62124.0,Some-college,9.0,Widowed,Transport-moving,Own-child,White,Male,0.0,0.0,40.0,Yugoslavia,1.0
40528,61.0,Self-emp-not-inc,180632.0,Some-college,9.0,Widowed,Transport-moving,Not-in-family,White,Male,0.0,0.0,40.0,Yugoslavia,1.0
3370,32.0,Self-emp-not-inc,127895.0,Some-college,9.0,Widowed,Transport-moving,Wife,White,Male,0.0,0.0,40.0,Yugoslavia,1.0
38422,47.0,Without-pay,108890.0,Some-college,9.0,Married-spouse-absent,Machine-op-inspct,Wife,White,Male,1831.0,0.0,38.0,Yugoslavia,1.0
8650,38.0,Self-emp-not-inc,38145.0,Some-college,9.0,Widowed,Transport-moving,Not-in-family,White,Male,0.0,0.0,44.0,Yugoslavia,1.0
26456,57.0,Self-emp-not-inc,175942.0,Some-college,10.0,Married-spouse-absent,Transport-moving,Own-child,White,Male,0.0,0.0,50.0,Yugoslavia,0.0
29289,27.0,Self-emp-not-inc,293828.0,Some-college,9.0,Widowed,Transport-moving,Own-child,White,Male,0.0,0.0,40.0,Yugoslavia,1.0
37956,46.0,Self-emp-not-inc,72895.99999999999,Some-college,5.0,Widowed,Transport-moving,Not-in-family,White,Male,0.0,0.0,43.0,Yugoslavia,1.0
33825,39.0,Self-emp-inc,149833.0,Some-college,13.0,Married-spouse-absent,Transport-moving,Wife,White,Male,0.0,0.0,40.0,Yugoslavia,1.0
11725,32.0,Self-emp-not-inc,169768.0,Some-college,13.0,Widowed,Transport-moving,Own-child,White,Male,0.0,0.0,40.0,Yugoslavia,1.0
41235,23.0,Self-emp-not-inc,259496.0,Some-college,9.0,Widowed,Transport-moving,Wife,White,Male,0.0,0.0,40.0,Yugoslavia,1.0
5321,19.0,Self-emp-not-inc,198668.0,Some-college,8.0,Widowed,Transport-moving,Wife,White,Male,0.0,0.0,47.0,Yugoslavia,1.0
27643,42.0,Self-emp-not-inc,208875.0,Some-college,10.0,Widowed,Transport-moving,Wife,White,Male,0.0,0.0,40.0,Yugoslavia,0.0
22227,43.0,Self-emp-not-inc,48882.0,Some-college,9.0,Married-spouse-absent,Machine-op-inspct,Wife,White,Male,0.0,0.0,40.0,Yugoslavia,1.0
40846,20.0,Self-emp-not-inc,42279.0,Some-college,10.0,Widowed,Transport-moving,Own-child,White,Male,0.0,0.0,40.0,Yugoslavia,1.0
17784,75.0,Self-emp-not-inc,188612.0,Some-college,9.0,Widowed,Machine-op-inspct,Own-child,White,Male,0.0,0.0,40.0,Yugoslavia,1.0
11881,23.0,Self-emp-not-inc,213902.0,Some-college,10.0,Widowed,Transport-moving,Wife,White,Male,0.0,0.0,20.0,Yugoslavia,1.0
29459,48.0,State-gov,238966.0,Some-college,10.0,Married-spouse-absent,Transport-moving,Own-child,White,Male,0.0,0.0,40.0,Yugoslavia,1.0
11650,55.0,Self-emp-not-inc,109075.0,Prof-school,7.0,Widowed,Transport-moving,Not-in-family,White,Male,5013.0,0.0,48.0,Yugoslavia,1.0
44914,56.0,Self-emp-not-inc,106723.0,Some-college,9.0,Married-spouse-absent,Machine-op-inspct,Own-child,White,Male,0.0,0.0,40.0,Yugoslavia,1.0
37573,33.0,Self-emp-not-inc,194901.0,Some-college,9.0,Widowed,Transport-moving,Own-child,White,Male,0.0,0.0,45.0,Yugoslavia,1.0
3009,46.0,Self-emp-not-inc,34186.0,Some-college,9.0,Widowed,Transport-moving,Not-in-family,White,Male,0.0,0.0,40.0,Yugoslavia,1.0
42379,32.0,Self-emp-not-inc,257978.0,Some-college,11.0,Widowed,Transport-moving,Wife,White,Male,0.0,0.0,40.0,Yugoslavia,1.0
5867,29.0,Self-emp-not-inc,337953.0,Some-college,9.0,Widowed,Transport-moving,Not-in-family,White,Male,0.0,0.0,40.0,Yugoslavia,0.0
30254,40.0,Self-emp-not-inc,79531.0,Some-college,13.0,Widowed,Transport-moving,Not-in-family,White,Male,0.0,0.0,75.0,Yugoslavia,0.0
28286,43.0,Self-emp-not-inc,483450.0,Some-college,5.0,Widowed,Transport-moving,Not-in-family,White,Male,0.0,0.0,40.0,Yugoslavia,0.0
